Month,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
April-18,2290.0,WATERWKS OPR 2-16,1.0,70261.0
April-18,1841.0,WATERWKS OPR 1,1.0,60338.0
April-18,1540.0,PUB WKS MAINT WKR 2,1.0,52714.0
April-18,10457.0,WATER QUALITY SAMPLER 1-16,1.0,48350.0
April-18,1610.0,MAINT MECH 1-16,1.0,64620.0
April-18,5734.0,PROGRAM ASST 1,1.0,52518.0
April-18,1026.0,WATER QUALITY MGR,1.0,103047.0
April-18,2027.0,WATER UTIL MAINT SUP,1.0,88020.0
April-18,2891.0,WATERWKS OPR 2-16,1.0,61807.0
April-18,11160.0,PUB WKS MAINT WKR 2,1.0,47189.0
April-18,3595.0,ADMIN CLK 2,1.0,55670.0
April-18,3793.0,WATERWKS OPR 2-16,1.0,63196.0
April-18,2262.0,ELECTRICIAN FOREPERS,1.0,82343.0
April-18,3260.0,WATERWKS OPR 1,1.0,60669.0
April-18,3043.0,WATER UTIL OPR MGR,1.0,114097.0
April-18,3778.0,MASTER MECHANIC,1.0,70261.0
April-18,3726.0,ELECTRONIC MTN TECH,1.0,71572.0
April-18,3609.0,PAINTER,1.0,59091.0
April-18,3030.0,AUTO MECH,1.0,58631.0
April-18,3230.0,DISPATCHER,1.0,58447.0
April-18,2493.0,CROSS CON CTRL INSP,1.0,72840.0
April-18,1315.0,WATERWKS OPR 1,1.0,63754.0
April-18,1955.0,WATERWKS OPR 2-16,1.0,70261.0
April-18,3274.0,EQPT OPR 1,1.0,54295.0
April-18,9197.0,EQPT OPR 1,1.0,51312.0
April-18,3874.0,WATERWKS OPR 2-16,1.0,70261.0
April 2018,,,,
April-18,2471.0,MAINT MECH 2,1.0,69634.0
April-18,3046.0,CROSS CON CTRL INSP,1.0,72190.0
April-18,2380.0,MAINT MECH 2,1.0,66497.0
April-18,9200.0,PUB WKS MAINT WKR 2,1.0,47189.0
April-18,1051.0,PUB WKS MAINT WKR 2,1.0,55877.0
April 2018,,,,
April-18,1625.0,WATER UTIL OPR LDWKR,1.0,68379.0
April-18,2695.0,WATER UTIL OPR LDWKR,1.0,68379.0
April-18,9198.0,EQPT OPR 1,1.0,51312.0
April-18,10499.0,EQPT OPR 1,1.0,49912.0
April-18,3459.0,PUB WKS GEN SUPV,1.0,89636.0
April-18,1583.0,WATER ONE CALL COORD,1.0,62339.0
April-18,3050.0,EQPT OPR 3,1.0,63754.0
April-18,9229.0,EQPT OPR 1,1.0,51312.0
April-18,1832.0,EQPT OPR 3,1.0,60338.0
April-18,10471.0,EQPT OPR 1,1.0,49912.0
April-18,1345.0,PUB WKS MAINT WKR 3,1.0,62339.0
April-18,3350.0,PUB WKS MAINT WKR 3,1.0,61226.0
April-18,11257.0,PUB WKS MAINT WKR 1,1.0,45642.0
April-18,10497.0,EQPT OPR 1-16,1.0,49912.0
April-18,2543.0,WATER UTIL OPR LDWKR,1.0,63781.0
April-18,1586.0,WATER UTIL OPR LDWKR,1.0,69634.0
April-18,2242.0,PUB WKS GEN FORE,1.0,77936.0
April-18,1962.0,PUB WKS GEN FORE,1.0,78638.0
April-18,3176.0,EQPT OPR 3,1.0,63185.0
April-18,3680.0,EQPT OPR 1,1.0,54295.0
April-18,2494.0,EQPT OPR 3,1.0,62616.0
April-18,10245.0,EQPT OPR 1,1.0,51312.0
April-18,3181.0,WATER HYDRANT INSPEC,1.0,63754.0
April-18,2483.0,WATER HYDRANT INSPEC,1.0,62046.0
April-18,5954.0,EQPT OPR 1,1.0,52714.0
April-18,3833.0,EQPT OPR 3,1.0,60338.0
April-18,10371.0,PUB WKS MAINT WKR 1,1.0,45642.0
April-18,1488.0,WATER ONE CALL COORD,1.0,58999.0
April-18,1812.0,WATER UTIL OPR LDWKR,1.0,69007.0
April-18,3752.0,WATER QUAL SAMPLER 3,1.0,57329.0
April-18,4045.0,PRINCIPAL ENGR WATER,1.0,117554.0
April-18,2309.0,CROSS CON CTRL INSP,1.0,72840.0
April-18,2958.0,FIELD SERV LDWKR 2,1.0,70261.0
April-18,2366.0,ENGINEER 4,1.0,93999.0
April-18,5901.0,FIELD SERV REP 1-16,1.0,47189.0
April-18,2337.0,ACCT CLERK 3-20,1.0,54094.0
April-18,3886.0,OPERATIONS CLERK,1.0,57365.0
April-18,1090.0,WATER UTIL GEN MGR,1.0,146537.0
April-18,4177.0,WATER COMM OUTREACH,1.0,63756.0
April-18,6368.0,ENGR PROG SPEC 1,1.0,65036.0
April-18,2310.0,WATER CONSTR SUPV-18,1.0,75657.0
April-18,4003.0,ENGR AIDE 1,1.0,58999.0
April-18,5001.0,FIELD SERV ANAL,1.0,60507.0
April-18,4941.0,WATER CIVIL TECH 3-16,1.0,65036.0
April-18,3036.0,FIELD SERV REP 2,1.0,58999.0
April-18,3866.0,WATER UTIL PUB INFO,1.0,83175.0
April-18,5951.0,ACCOUNTANT 4,1.0,88678.0
April-18,5982.0,WATER CIVIL TECH 3-16,1.0,65036.0
April-18,3619.0,FIELD SERV ANAL,1.0,67007.0
April-18,10267.0,FIELD SERV REP 1-16,1.0,47189.0
April-18,3015.0,PROGRAM ASST 1,1.0,58295.0
April-18,2868.0,FIELD SERV ANAL,1.0,68226.0
April-18,2450.0,ADMIN CLK 1,1.0,55693.0
April-18,2597.0,ADMIN CLK 1,1.0,53704.0
April-18,7845.0,ADMIN CLK 1,1.0,48075.0
April-18,3279.0,FIELD SERV LDWKR 1,1.0,67007.0
April-18,8086.0,WATER UTIL ACCT/COMP,1.0,56703.0
April-18,1609.0,FIN OPER LDWKR,1.0,59843.0
April-18,1129.0,COMP MAP/GIS COORD,1.0,94610.0
April-18,1716.0,WATER UTIL FIN MGR,1.0,114097.0
April-18,5887.0,SURVEYOR 2,1.0,73454.0
April-18,1384.0,ACCOUNTANT 2,1.0,79330.0
April-18,2798.0,FIELD SERV REP 2,1.0,62339.0
April 2018,,,,
April-18,1698.0,WATER CIVIL TECH 3,1.0,66987.0
April-18,1948.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,3687.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,2804.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2440.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2103.0,DIVISION FIRE CHIEF,1.0,111647.0
April-18,1342.0,FIRE LIEUTENANT,1.0,94820.0
April-18,2295.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2167.0,FIRE LIEUTENANT,1.0,90606.0
April-18,4139.0,FIRE APPARATUS ENGR,1.0,76988.0
April-18,2365.0,FIRE LIEUTENANT,1.0,91308.0
April-18,2138.0,DIVISION FIRE CHIEF,1.0,112662.0
April-18,3850.0,FIRE APPARATUS ENGR,1.0,80838.0
April-18,3926.0,FIRE APPARATUS ENGR,1.0,73780.0
April-18,1140.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,1785.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,6783.0,FIREFIGHTER PARAMEDI,1.0,65192.0
April-18,3457.0,FIRE APPARATUS ENGR,1.0,72497.0
April-18,3317.0,FIRE APPARATUS ENGR,1.0,79554.0
April-18,3805.0,FIRE LIEUTENANT,1.0,86391.0
April-18,1422.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,1638.0,FIREFIGHTER PARAMEDI,1.0,83341.0
April-18,1317.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,2849.0,FIRE LIEUTENANT,1.0,90606.0
April-18,3201.0,FIREFIGHTER PARAMEDI,1.0,79612.0
April-18,4000.0,FIRE APPARATUS ENGR,1.0,73139.0
April-18,2388.0,FIRE APPARATUS ENGR,1.0,79554.0
April-18,3094.0,FIRE APPARATUS ENGR,1.0,75705.0
April-18,1809.0,FIRE APPARATUS ENGR,1.0,82121.0
April-18,1843.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,1849.0,FIRE LIEUTENANT,1.0,88499.0
April-18,2505.0,FIRE APPARATUS ENGR,1.0,79309.0
April-18,3556.0,FIRE APPARATUS ENGR,1.0,82121.0
April-18,3675.0,FIRE LIEUTENANT,1.0,86392.0
April-18,6719.0,FIREFIGHTER,1.0,59265.0
April-18,1844.0,FIRE LIEUTENANT,1.0,89201.0
April-18,3890.0,FIRE LIEUTENANT,1.0,89903.0
April-18,1792.0,FIREFIGHTER,1.0,75156.0
April-18,4042.0,FIREFIGHTER-13,1.0,70267.0
April-18,2218.0,FIREFIGHTER,1.0,64768.0
April-18,2025.0,FIREFIGHTER,1.0,72712.0
April-18,2057.0,FIREFIGHTER,1.0,72711.0
April-18,2943.0,FIREFIGHTER,1.0,73933.0
April-18,3096.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,1836.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,2853.0,DIVISION FIRE CHIEF,1.0,112662.0
April-18,2887.0,FIRE LIEUTENANT,1.0,94820.0
April-18,2399.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,3939.0,FIRE LIEUTENANT,1.0,87094.0
April-18,2636.0,FIRE APPARATUS ENGR,1.0,82121.0
April-18,3056.0,FIREFIGHTER PARAMEDI,1.0,90399.0
April-18,3070.0,FIRE APPARATUS ENGR,1.0,79554.0
April-18,2066.0,FIREFIGHTER,1.0,75766.0
April-18,1098.0,FIREFIGHTER,1.0,76378.0
April-18,1645.0,FIREFIGHTER,1.0,53749.0
April-18,1395.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,1240.0,FIREFIGHTER-13,1.0,76378.0
April-18,1219.0,FIREFIGHTER,1.0,69045.0
April-18,6782.0,FIREFIGHTER,1.0,59265.0
April-18,3402.0,FIREFIGHTER,1.0,78211.0
April-18,3095.0,FIREFIGHTER PARAMEDI,1.0,83766.0
April-18,2007.0,FIREFIGHTER,1.0,80898.0
April-18,2533.0,FIREFIGHTER,1.0,64768.0
April-18,2033.0,FIRE APPARATUS ENGR,1.0,81998.0
April-18,1260.0,FIREFIGHTER,1.0,73933.0
April-18,2837.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,2464.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,3099.0,FIRE APPARATUS ENGR,1.0,78271.0
April-18,1777.0,FIRE LIEUTENANT,1.0,91308.0
April-18,2140.0,FIREFIGHTER PARAMEDI,1.0,86702.0
April-18,2040.0,FIREFIGHTER PARAMEDI,1.0,85842.0
April-18,2329.0,FIRE LIEUTENANT,1.0,93415.0
April-18,2317.0,FIREFIGHTER PARAMEDI,1.0,85842.0
April-18,4108.0,FIRE APPARATUS ENGR,1.0,77630.0
April-18,1130.0,FIRE LIEUTENANT,1.0,89201.0
April 2018,,,,
April-18,2149.0,FIRE LIEUTENANT,1.0,80070.0
April-18,3453.0,FIREFIGHTER PARAMEDI,1.0,71304.0
April-18,2582.0,FIREFIGHTER,1.0,76378.0
April-18,2830.0,FIRE APPARATUS ENGR,1.0,80838.0
April-18,1632.0,FIRE APPARATUS ENGR,1.0,76988.0
April-18,5764.0,FIREFIGHTER,1.0,50707.0
April-18,2523.0,FIREFIGHTER,1.0,75766.0
April-18,1255.0,FIREFIGHTER,1.0,78211.0
April-18,3132.0,FIREFIGHTER PARAMEDI,1.0,79981.0
April-18,1099.0,DIVISION FIRE CHIEF,1.0,113677.0
April-18,4060.0,FIREFIGHTER PARAMEDI,1.0,83766.0
April-18,1701.0,FIRE LIEUTENANT,1.0,91308.0
April-18,3116.0,FIRE APPARATUS ENGR,1.0,73780.0
April-18,2213.0,FIREFIGHTER,1.0,72100.0
April-18,1928.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2338.0,FIRE LIEUTENANT,1.0,90606.0
April-18,3557.0,FIREFIGHTER,1.0,78211.0
April-18,3894.0,FIRE LIEUTENANT,1.0,89201.0
April-18,1830.0,FIREFIGHTER,1.0,80655.0
April-18,1584.0,FIREFIGHTER,1.0,78822.0
April-18,2542.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,3248.0,FIRE LIEUTENANT,1.0,89201.0
April-18,1137.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,3801.0,FIREFIGHTER,1.0,68434.0
April-18,3888.0,FIRE LIEUTENANT,1.0,89903.0
April-18,2503.0,FIREFIGHTER,1.0,64768.0
April-18,2750.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,6771.0,FIREFIGHTER PARAMEDI,1.0,65192.0
April-18,2397.0,FIREFIGHTER PARAMEDI,1.0,75276.0
April-18,3010.0,FIREFIGHTER PARAMEDI,1.0,85358.0
April-18,3552.0,FIRE CHIEF-ASST,1.0,133034.0
April-18,1864.0,FIREFIGHTER PARAMEDI,1.0,77629.0
April-18,1497.0,FIREFIGHTER,1.0,75766.0
April-18,3423.0,FIRE LIEUTENANT,1.0,90606.0
April-18,1496.0,FIREFIGHTER,1.0,69656.0
April-18,2324.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,2370.0,FIRE CAPT,1.0,92419.0
April-18,2340.0,FIRE LIEUTENANT,1.0,88499.0
April-18,2646.0,FIRE APPARATUS ENGR,1.0,87253.0
April-18,3127.0,FIREFIGHTER,1.0,66601.0
April-18,2745.0,FIREFIGHTER PARAMEDI,1.0,86188.0
April-18,3468.0,FIREFIGHTER,1.0,57254.0
April-18,2333.0,FIREFIGHTER PARAMEDI,1.0,90688.0
April-18,3436.0,FIREFIGHTER,1.0,76378.0
April-18,6000.0,FIREFIGHTER,1.0,50707.0
April-18,9412.0,FIREFIGHTER,1.0,55586.0
April-18,3838.0,FIRE LIEUTENANT,1.0,91308.0
April-18,4115.0,FIRE LIEUTENANT,1.0,82880.0
April-18,3832.0,FIRE APPARATUS ENGR,1.0,79554.0
April-18,4183.0,FIREFIGHTER,1.0,72100.0
April 2018,,,,
April-18,9413.0,FIREFIGHTER,1.0,55586.0
April-18,3183.0,FIREFIGHTER,1.0,71490.0
April-18,2851.0,FIRE APPARATUS ENGR,1.0,78913.0
April 2018,,,,
April-18,1294.0,FIRE LIEUTENANT,1.0,91308.0
April-18,2738.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2512.0,FIREFIGHTER PARAMEDI,1.0,88046.0
April-18,1566.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,2652.0,FIRE LIEUTENANT,1.0,90606.0
April-18,2052.0,FIREFIGHTER,1.0,73323.0
April-18,2631.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,1521.0,FIRE APPARATUS ENGR,1.0,71856.0
April-18,2391.0,FIRE APPARATUS ENGR,1.0,73780.0
April-18,2334.0,FIRE LIEUTENANT,1.0,90606.0
April-18,1072.0,FIREFIGHTER,1.0,72100.0
April-18,3221.0,FIREFIGHTER,1.0,75766.0
April-18,1875.0,FIREFIGHTER,1.0,66601.0
April-18,1996.0,FIREFIGHTER PARAMEDI,1.0,88046.0
April-18,1358.0,FIREFIGHTER-13,1.0,73933.0
April-18,2675.0,FIRE APPARATUS ENGR,1.0,75063.0
April-18,5995.0,FIREFIGHTER,1.0,55586.0
April-18,1041.0,DIVISION FIRE CHIEF,1.0,110632.0
April-18,3555.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,7780.0,FIREFIGHTER,1.0,57427.0
April-18,3191.0,FIRE LIEUTENANT,1.0,87094.0
April-18,1653.0,FIREFIGHTER,1.0,68434.0
April-18,2525.0,FIRE APPARATUS ENGR,1.0,82669.0
April-18,2413.0,FIREFIGHTER,1.0,81877.0
April-18,3256.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,3002.0,FIREFIGHTER,1.0,70878.0
April-18,3049.0,FIREFIGHTER PARAMEDI,1.0,89996.0
April-18,2065.0,FIREFIGHTER,1.0,70267.0
April-18,3286.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,2751.0,FIREFIGHTER PARAMEDI,1.0,79612.0
April-18,3959.0,FIREFIGHTER,1.0,75766.0
April-18,3798.0,FIREFIGHTER PARAMEDI,1.0,73260.0
April-18,1030.0,FIREFIGHTER,1.0,73933.0
April-18,1356.0,FIREFIGHTER,1.0,78211.0
April-18,1877.0,FIRE APPARATUS ENGR,1.0,75705.0
April-18,1101.0,FIREFIGHTER,1.0,75766.0
April-18,2711.0,FIRE LIEUTENANT,1.0,87094.0
April-18,3196.0,FIRE LIEUTENANT,1.0,91308.0
April-18,1857.0,FIREFIGHTER,1.0,73933.0
April-18,1766.0,FIREFIGHTER,1.0,72748.0
April-18,7853.0,FIREFIGHTER,1.0,59265.0
April-18,2070.0,FIREFIGHTER,1.0,72100.0
April-18,4026.0,FIRE APPARATUS ENGR,1.0,82121.0
April-18,6781.0,FIREFIGHTER PARAMEDI,1.0,65192.0
April-18,3914.0,FIREFIGHTER-13,1.0,76989.0
April-18,3562.0,FIRE APPARATUS ENGR,1.0,78913.0
April-18,1246.0,DIVISION FIRE CHIEF,1.0,112662.0
April-18,1048.0,FIRE APPARATUS ENGR,1.0,82121.0
April-18,3306.0,FIREFIGHTER PARAMEDI,1.0,77293.0
April-18,2035.0,FIRE LIEUTENANT,1.0,90606.0
April-18,1001.0,FIREFIGHTER,1.0,78822.0
April-18,4037.0,FIREFIGHTER-13,1.0,75766.0
April-18,2712.0,FIRE LIEUTENANT,1.0,89201.0
April-18,3987.0,FIRE APPARATUS ENGR,1.0,77630.0
April-18,3620.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,1038.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,3968.0,FIREFIGHTER PARAMEDI,1.0,89996.0
April-18,7861.0,FIREFIGHTER,1.0,59265.0
April-18,2722.0,FIREFIGHTER,1.0,73933.0
April-18,3625.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,2705.0,FIREFIGHTER-13,1.0,80044.0
April-18,3768.0,FIREFIGHTER PARAMEDI,1.0,82381.0
April-18,6774.0,FIREFIGHTER-13,1.0,59265.0
April-18,2978.0,FIRE LIEUTENANT,1.0,91308.0
April-18,1907.0,FIRE CHIEF-ASST,1.0,131846.0
April-18,2506.0,FIREFIGHTER PARAMEDI,1.0,80653.0
April-18,9414.0,FIREFIGHTER,1.0,55586.0
April-18,3856.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,1850.0,FIREFIGHTER PARAMEDI,1.0,73260.0
April-18,3834.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,3841.0,FIREFIGHTER PARAMEDI,1.0,79612.0
April-18,1091.0,FIRE APPARATUS ENGR-13,1.0,84045.0
April-18,2934.0,FIRE APPARATUS ENGR,1.0,73780.0
April-18,3899.0,FIRE LIEUTENANT,1.0,90606.0
April 2018,,,,
April-18,3088.0,FIREFIGHTER PARAMEDI,1.0,85358.0
April-18,3979.0,FIREFIGHTER PARAMEDI,1.0,88046.0
April-18,3960.0,FIRE APPARATUS ENGR,1.0,73780.0
April-18,3435.0,FIREFIGHTER,1.0,75766.0
April-18,1870.0,FIRE LIEUTENANT,1.0,84284.0
April-18,1980.0,FIRE APPARATUS ENGR,1.0,75063.0
April-18,1517.0,FIREFIGHTER,1.0,75156.0
April-18,1063.0,FIREFIGHTER PARAMEDI,1.0,81325.0
April-18,2935.0,FIREFIGHTER-13,1.0,62935.0
April-18,1480.0,FIREFIGHTER,1.0,78822.0
April-18,3241.0,FIRE APPARATUS ENGR,1.0,75705.0
April-18,3547.0,FIRE CHIEF-ASST,1.0,131846.0
April-18,3091.0,FIREFIGHTER,1.0,78822.0
April-18,1985.0,FIREFIGHTER PARAMEDI,1.0,90688.0
April-18,2154.0,FIREFIGHTER PARAMEDI,1.0,85842.0
April-18,2697.0,FIRE LIEUTENANT,1.0,93415.0
April-18,2664.0,FIREFIGHTER,1.0,78822.0
April-18,1028.0,FIREFIGHTER,1.0,78211.0
April-18,1515.0,FIRE LIEUTENANT,1.0,88499.0
April-18,3075.0,FIREFIGHTER,1.0,64768.0
April-18,4076.0,FIRE APPARATUS ENGR,1.0,79554.0
April-18,4124.0,FIREFIGHTER PARAMEDI,1.0,89304.0
April-18,1096.0,FIREFIGHTER PARAMEDI,1.0,84458.0
April-18,1466.0,FIREFIGHTER,1.0,70267.0
April-18,2660.0,FIREFIGHTER,1.0,78822.0
April-18,3775.0,FIRE LIEUTENANT,1.0,86392.0
April-18,3080.0,FIRE APPARATUS ENGR,1.0,82762.0
April-18,1825.0,FIREFIGHTER PARAMEDI,1.0,81689.0
April-18,2234.0,FIRE LIEUTENANT,1.0,88499.0
April-18,2644.0,FIRE LIEUTENANT,1.0,93415.0
April 2018,,,,
April-18,2137.0,FIRE CHIEF,1.0,152111.0
April-18,3263.0,FIRE PROTECTION ENGR,1.0,97393.0
April-18,7691.0,FIRE PUB INFO SPEC 2,1.0,80753.0
April-18,2150.0,FIRE CODE ENFORCE 3,1.0,77585.0
April-18,2969.0,FIRE ED/ENFC OFF 2,1.0,72840.0
April-18,9716.0,FIRE CODE ENFORCE 1-16,1.0,54117.0
April-18,6433.0,FIRE ADM SERV MGR,1.0,80753.0
April-18,3800.0,ADMIN CLK 1,1.0,54698.0
April-18,2026.0,ADMIN ASST,1.0,59541.0
April-18,6309.0,FIRE CODE ENFORCE 2-16,1.0,62733.0
April-18,3434.0,FIRE CODE ENFORCE 4,1.0,84576.0
April-18,1250.0,FIRE CODE ENFORCE 3,1.0,79781.0
April-18,3845.0,FIRE MARSHAL,1.0,119691.0
April-18,7964.0,FIRE CODE ENFORCE 2-16,1.0,58515.0
April-18,6278.0,ADMIN CLK 1,1.0,44226.0
April-18,3365.0,FIRE CODE ENFORCE 3,1.0,81245.0
April-18,5251.0,ACCT TECH 2,1.0,52518.0
April-18,3190.0,FIRE CAPT,1.0,90940.0
April-18,3759.0,FIREFIGHTER,1.0,78211.0
April-18,2690.0,FIRE LIEUTENANT,1.0,86392.0
April-18,7854.0,FIREFIGHTER,1.0,59265.0
April-18,2024.0,FIRE LIEUTENANT,1.0,83582.0
April-18,3251.0,FIREFIGHTER,1.0,69045.0
April-18,3447.0,FIREFIGHTER,1.0,62935.0
April-18,1734.0,FIREFIGHTER,1.0,75156.0
April-18,3814.0,FIREFIGHTER,1.0,75766.0
April-18,2197.0,FIREFIGHTER,1.0,78822.0
April-18,7826.0,FIREFIGHTER PARAMEDI,1.0,65192.0
April-18,6780.0,FIREFIGHTER,1.0,59265.0
April-18,3530.0,FIRE CAPT,1.0,101292.0
April-18,6779.0,FIREFIGHTER,1.0,59265.0
April-18,2184.0,FIREFIGHTER,1.0,66601.0
April-18,7855.0,FIREFIGHTER,1.0,59265.0
April-18,3532.0,FIRE CAPT,1.0,91680.0
April-18,6778.0,FIREFIGHTER,1.0,63414.0
April-18,2029.0,FIRE CAPT,1.0,90201.0
April-18,3035.0,FIREFIGHTER,1.0,78822.0
April-18,3817.0,FIREFIGHTER,1.0,70267.0
April-18,7856.0,FIREFIGHTER,1.0,59265.0
April-18,2131.0,FIREFIGHTER,1.0,81266.0
April-18,2692.0,FIREFIGHTER,1.0,70878.0
April-18,1959.0,FIREFIGHTER,1.0,75766.0
April-18,2852.0,FIRE CAPT,1.0,95377.0
April-18,6777.0,FIREFIGHTER,1.0,59265.0
April-18,3935.0,POLICE OFFICER,1.0,73934.0
April-18,3085.0,POLICE SGT.,1.0,86702.0
April-18,2200.0,POLICE OFFICER,1.0,76990.0
April-18,4006.0,POLICE OFFICER,1.0,80045.0
April-18,3629.0,POLICE OFFICER,1.0,77601.0
April-18,10680.0,POLICE OFFICER,1.0,56058.0
April-18,1615.0,DETECTIVE SERGEANT,1.0,88719.0
April-18,7938.0,POLICE OFFICER,1.0,57527.0
April-18,3478.0,POLICE OFFICER,1.0,73934.0
April-18,2571.0,POLICE LT.,1.0,99349.0
April-18,3704.0,POLICE OFFICER,1.0,79434.0
April-18,1276.0,POLICE OFFICER,1.0,79434.0
April-18,1596.0,POLICE OFFICER,1.0,78212.0
April-18,1010.0,POLICE OFFICER,1.0,78212.0
April-18,3610.0,ASST POLICE CHIEF,1.0,129420.0
April-18,2373.0,POLICE SGT.,1.0,86030.0
April-18,3812.0,POLICE OFFICER,1.0,75768.0
April-18,3747.0,POLICE OFFICER,1.0,79434.0
April-18,4127.0,POLICE OFFICER,1.0,72101.0
April-18,3748.0,DETECTIVE SERGEANT,1.0,84686.0
April-18,3950.0,POLICE OFFICER,1.0,78823.0
April-18,1556.0,POLICE LT.,1.0,99349.0
April-18,1224.0,POLICE OFFICER,1.0,73934.0
April-18,2927.0,POLICE OFFICER,1.0,73934.0
April-18,1394.0,POLICE SGT.,1.0,83342.0
April-18,3818.0,POLICE OFFICER,1.0,73934.0
April-18,3560.0,POLICE SGT.,1.0,86702.0
April-18,7939.0,POLICE OFFICER,1.0,57527.0
April-18,9359.0,POLICE OFFICER,1.0,56058.0
April-18,2207.0,POLICE OFFICER,1.0,78212.0
April-18,2715.0,POLICE OFFICER,1.0,75768.0
April-18,3471.0,POLICE OFFICER,1.0,73934.0
April-18,3908.0,POLICE OFFICER,1.0,78823.0
April-18,2205.0,POLICE OFFICER,1.0,78212.0
April-18,3966.0,POLICE SGT.,1.0,86702.0
April-18,1829.0,POLICE OFFICER,1.0,75768.0
April 2018,,,,
April-18,2862.0,DETECTIVE 1,1.0,82763.0
April-18,1467.0,POLICE OFFICER,1.0,73934.0
April 2018,,,,
April-18,3410.0,POLICE OFFICER,1.0,73934.0
April-18,3636.0,DETECTIVE 1,1.0,81480.0
April-18,1736.0,POLICE LT.,1.0,96688.0
April-18,3772.0,POLICE OFFICER,1.0,78212.0
April-18,3906.0,POLICE OFFICER,1.0,77601.0
April-18,9366.0,POLICE OFFICER,1.0,56058.0
April-18,2044.0,POLICE OFFICER,1.0,79434.0
April-18,2014.0,DETECTIVE 1,1.0,82122.0
April-18,1443.0,POLICE OFFICER,1.0,73934.0
April-18,1756.0,POLICE CAPT,1.0,113096.0
April-18,10696.0,POLICE OFFICER,1.0,56058.0
April-18,1475.0,DETECTIVE 1,1.0,79555.0
April-18,2892.0,POLICE LT.,1.0,99349.0
April-18,2434.0,POLICE OFFICER,1.0,78212.0
April-18,3019.0,POLICE OFFICER,1.0,78823.0
April-18,1174.0,POLICE OFFICER,1.0,77601.0
April-18,7952.0,POLICE OFFICER,1.0,57527.0
April-18,3420.0,POLICE OFFICER,1.0,81878.0
April-18,1195.0,DETECTIVE 1,1.0,79555.0
April-18,10681.0,POLICE OFFICER,1.0,56058.0
April-18,3892.0,POLICE SGT.,1.0,83342.0
April-18,1456.0,POLICE OFFICER,1.0,75768.0
April-18,4032.0,POLICE OFFICER,1.0,75768.0
April-18,1800.0,POLICE OFFICER,1.0,78823.0
April-18,3269.0,POLICE INVESTIGATOR,1.0,83405.0
April-18,1251.0,POLICE LT.,1.0,99349.0
April-18,3871.0,POLICE OFFICER,1.0,70268.0
April-18,2520.0,POLICE OFFICER,1.0,75768.0
April-18,2313.0,POLICE OFFICER,1.0,78823.0
April-18,10697.0,POLICE OFFICER,1.0,56058.0
April-18,2737.0,POLICE OFFICER,1.0,77601.0
April-18,1506.0,DETECTIVE 1,1.0,79555.0
April-18,1324.0,POLICE OFFICER,1.0,73934.0
April-18,10682.0,POLICE OFFICER,1.0,56058.0
April-18,4012.0,POLICE SGT.,1.0,83342.0
April-18,4036.0,POLICE OFFICER,1.0,78212.0
April-18,1617.0,DETECTIVE 1,1.0,83405.0
April-18,2196.0,POLICE OFFICER,1.0,75156.0
April-18,3209.0,POLICE OFFICER,1.0,81267.0
April-18,2816.0,POLICE OFFICER,1.0,78212.0
April-18,9374.0,POLICE OFFICER,1.0,56058.0
April-18,3713.0,POLICE CAPT,1.0,109407.0
April-18,10683.0,POLICE OFFICER,1.0,56058.0
April-18,1035.0,POLICE SGT.,1.0,86030.0
April-18,2717.0,POLICE OFFICER,1.0,78212.0
April-18,3829.0,DETECTIVE 1,1.0,80838.0
