Month,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
December-17,1852.0,PROGRAM ASST 1,1.0,55670.0
December-17,2680.0,ENGR PROG SPEC 1,1.0,66987.0
December-17,1493.0,ASST PKS SUPERINTEND,1.0,110073.0
December 2017,,,,
December-17,7962.0,EQUITY COORD,1.0,77105.0
December-17,7877.0,ACCOUNTANT 2,1.0,67192.0
December-17,6715.0,CLERK TYP 1,1.0,41337.0
December-17,6385.0,POLICE OFFICER,1.0,59232.0
December-17,7834.0,POLICE OFFICER,1.0,57527.0
December-17,3240.0,PUB WKS FORE,1.0,67614.0
December-17,5535.0,PKS MAINT WKR,1.0,51312.0
December-17,2348.0,PKS MAINT WKR,1.0,58512.0
December-17,1440.0,COMM PARA 1-16-PT,0.5,32013.0
December 2017,,,,
December-17,5882.0,PLANNER 2,1.0,67192.0
December-17,3264.0,PW DEV MGR 2,1.0,93999.0
December-17,4007.0,IT SPEC 3-18,1.0,83175.0
December-17,3865.0,IT SPEC 4,1.0,90451.0
December-17,10675.0,IT SPEC 3-18,1.0,73454.0
December 2017,,,,
December-17,4048.0,PROGRAM ASST 1,1.0,55670.0
December-17,9557.0,ACCOUNTANT 4,1.0,88678.0
December-17,9473.0,PROG ASST 1,1.0,47702.0
December-17,2456.0,LIB PROG SUPV,1.0,88828.0
December-17,4156.0,STR MACH OPR 3,1.0,61790.0
December-17,2845.0,STR MACH OPR 3,1.0,59543.0
December-17,2548.0,STR MACH OPR 3,1.0,59543.0
December-17,1727.0,OPERATING MAINT WKR,1.0,62352.0
December-17,7953.0,TENANT SVS AIDE,1.0,49726.0
December-17,8418.0,TENANT SVS AIDE,1.0,49726.0
December-17,1646.0,STR SEWER MACH OPR 1,1.0,52702.0
December 2017,,,,
December-17,5186.0,STR SEWER MACH OPR 1,1.0,47194.0
December-17,8812.0,STR SEWER MACH OPR 1,1.0,47194.0
December-17,10795.0,ACCOUNTANT 2,1.0,61900.0
December-17,9041.0,STR MACH OPR 1,1.0,43734.0
December-17,10754.0,STR MACH OPR 1,1.0,43734.0
December-17,7870.0,SMO 1-15,1.0,43734.0
December-17,4153.0,LANDSCAPE ARCHITECT 1-18,1.0,61900.0
December-17,7983.0,ENGINEER 1-18,1.0,61900.0
December-17,1226.0,FIREFIGHTER PARAMEDIC-13,1.0,91407.0
December-17,3565.0,PUB WKS GEN FORE,1.0,77936.0
December-17,9089.0,ENGINEER 2,1.0,64394.0
December-17,8256.0,ELECTRICIAN,1.0,63405.0
December-17,1370.0,PROGRAM ASST 1,1.0,55769.0
December-17,10403.0,COM DEV SPEC 1-18,1.0,61900.0
December-17,10678.0,TRANS BUS CLEANER,1.0,36792.0
December 2017,,,,
December-17,9122.0,PLANNER 1-18,1.0,59271.0
December-17,6039.0,ADMIN CLK 1,0.6,28151.0
December-17,3065.0,PKG EQUIP MECH,1.0,60070.0
December-17,10608.0,IT SPEC 4,1.0,80753.0
December-17,2710.0,POLICE SGT.,1.0,84686.0
December-17,1654.0,POLICE SGT.,1.0,84014.0
December-17,9052.0,CONSTRUCTION MGR,1.0,80753.0
December-17,9121.0,ENGINEER 3,1.0,77105.0
December-17,7948.0,POLICE OFFICER,1.0,57527.0
December-17,7949.0,POLICE OFFICER,1.0,57527.0
December-17,7727.0,REAL ESTATE AGENT 2,1.0,70213.0
December-17,1165.0,LIBRARY ASST 1,1.0,56425.0
December-17,1015.0,PK RANGER LDWKR,1.0,54117.0
December 2017,,,,
December-17,10261.0,COMM DEV SPEC 2,1.0,64394.0
December-17,7374.0,ADMIN CLK 1,0.7,31796.0
December-17,10749.0,CUSTODIAL WKR 2,1.0,44484.0
December-17,10575.0,CUSTODIAL WKR 2,1.0,44484.0
December-17,10576.0,CUSTODIAL WKR 2,1.0,44484.0
December 2017,,,,
December-17,10456.0,ADMIN ASST,1.0,52603.0
December-17,3592.0,CIVIL TECH 2,1.0,68226.0
December 2017,,,,
December-17,2168.0,INFORMATION CLERK,0.8,35381.0
December-17,8416.0,PARKS WORKER,0.75,31619.0
December 2017,,,,
December-17,10452.0,PARKS WORKER,0.75,30849.0
December-17,10395.0,PARKS WORKER,0.75,30849.0
December-17,7781.0,PARKS WORKER,0.75,31619.0
December 2017,,,,
December-17,1763.0,MAINT WORKER,1.0,62339.0
December-17,7715.0,PROG ASST 1,1.0,47702.0
December-17,3661.0,PUB WKS GEN FORE,1.0,66851.0
December-17,9152.0,ENGINEER 1-18,1.0,59271.0
December-17,9380.0,POLICE OFFICER,1.0,56058.0
December-17,9381.0,POLICE OFFICER,1.0,56058.0
December-17,10691.0,POLICE OFFICER,1.0,50415.0
December-17,10692.0,POLICE OFFICER,1.0,50415.0
December-17,10693.0,POLICE OFFICER,1.0,50415.0
December-17,10694.0,POLICE OFFICER-11,1.0,50415.0
December-17,10695.0,POLICE OFFICER-11,1.0,50415.0
December-17,2857.0,CLERK-TYP 2,1.0,49874.0
December-17,6340.0,POLICE OFFICER,1.0,57527.0
December 2017,,,,
June-17,3504.0,ASST CITY ATTY,1.0,143627.0
June-17,2114.0,LITIGATION ASST 1,1.0,67232.0
June-17,1351.0,CLERK-TYP 2,1.0,48896.0
June-17,3630.0,ASST CITY ATTY,1.0,144933.0
June-17,3074.0,SECRETARY 3-LEGAL,1.0,60156.0
June-17,2963.0,ATTY CITY,1.0,160114.0
June-17,3669.0,ASST CITY ATTY,1.0,77420.0
June-17,1121.0,LEGAL OFFICE ASST,1.0,48065.0
June-17,2665.0,SECRETARY 2-LEGAL,1.0,54038.0
June-17,1381.0,ASST CITY ATTY,1.0,84205.0
June-17,1215.0,ORD REVISIONS SPEC,1.0,60505.0
June-17,2320.0,ASST CITY ATTY,1.0,144933.0
June-17,1288.0,DEPUTY CITY ATTY,1.0,140171.0
June-17,1249.0,SECRETARY 2-LEGAL,1.0,49623.0
June-17,3826.0,ASST CITY ATTY,1.0,112182.0
June-17,2708.0,ASST CITY ATTY,1.0,110294.0
June-17,4087.0,ASST CITY ATTY,1.0,144933.0
June-17,9053.0,ASST CITY ATTY,1.0,65755.0
June-17,4118.0,SECRETARY 2-LEGAL,1.0,54038.0
June-17,1159.0,ASST CITY ATTY,1.0,88933.0
June-17,1032.0,ALDERMAN,1.0,12979.0
June-17,1402.0,COUNCIL PRESIDENT,1.0,15793.0
June-17,7635.0,COUNCIL VICE PRESIDE,1.0,14002.0
June-17,3739.0,ADMIN ASST,1.0,62213.0
June-17,4110.0,SECRETARY 1,1.0,54073.0
June-17,9084.0,SECY TO MAYOR,1.0,50837.0
June-17,9029.0,MAYORAL OFF CLK,1.0,45216.0
June-17,9227.0,MAYORAL OFF CLK,1.0,45216.0
June-17,1128.0,DEPUTY MAYOR 2,1.0,117679.0
June-17,5757.0,DEPUTY MAYOR 2,1.0,95075.0
June-17,2627.0,DEPUTY MAYOR 2,1.0,97927.0
June-17,3558.0,DEPUTY MAYOR 2,1.0,103631.0
June-17,4092.0,DEPUTY MAYOR 2,1.0,97927.0
June-17,1375.0,MAYOR,1.0,139894.0
June-17,1202.0,MAYOR'S OFF ADMIN CO,1.0,61888.0
June-17,9293.0,AA MGR,0.5,45076.0
June-17,9340.0,AFF ACTION SPEC,1.0,68154.0
June-17,3477.0,CCS 2,1.0,67179.0
June 2017,,,,
June-17,3104.0,DR & SP COORD,1.0,67179.0
June-17,2415.0,M.T. DIRECTOR,1.0,133249.0
June-17,2540.0,M.T. ASSOC DIRECTOR,1.0,103830.0
June-17,9558.0,COM DEV PROG MGR,1.0,82129.0
June-17,9341.0,CHILD CARE ASST COOR,1.0,50979.0
June-17,9174.0,CHILD CARE PROG SPEC 1-18,1.0,57534.0
June-17,2484.0,PROGRAM ASST 2,1.0,56518.0
June-17,3308.0,CHILD CARE PROG SPEC,1.0,73439.0
June-17,1460.0,COM DEV PROG MGR,1.0,100026.0
June-17,4095.0,COMM SERVS SPEC 2-18,1.0,87008.0
June-17,1947.0,CHILD CARE PROG SPEC,1.0,79143.0
June-17,10350.0,COM DEV SPEC 2-18,1.0,60085.0
June-17,3566.0,CHILD CARE PROG SPEC,1.0,79143.0
June-17,3574.0,CHILD CARE PROG SPEC,1.0,73439.0
June-17,7851.0,LIBRARY ASST 1,1.0,45149.0
June-17,4054.0,PROG ASST 1,1.0,56828.0
June-17,1354.0,LIB FAC MGR,1.0,91243.0
June-17,3448.0,LIBRARIAN 3,1.0,64342.0
June 2017,,,,
June-17,10225.0,ACCOUNTANT 1-18,1.0,55394.0
June-17,2567.0,LIBRARIAN 2,1.0,73003.0
June-17,1252.0,CLERK-TYP 2,1.0,47103.0
June-17,7895.0,CLERK-TYP 1-32 PT,0.8,28494.0
June-17,1728.0,CLERK-TYP 2,1.0,47976.0
June-17,4029.0,CLERK 2,1.0,48848.0
June-17,4082.0,LIBRARIAN 2,1.0,64342.0
June-17,2314.0,LIBRARIAN 2,1.0,69092.0
June-17,8078.0,LIBRARIAN 1-33,1.0,53877.0
June-17,1264.0,ADMIN CLK 1,1.0,42462.0
June-17,4053.0,LIBRARY DIRECTOR,1.0,128249.0
June-17,1601.0,LIBRARIAN 2,1.0,67137.0
June-17,8021.0,LIBRARY ASST 1,0.8,37043.0
June-17,3092.0,CLERK-TYP 1-32 PT,0.6,22011.0
June-17,1511.0,LIBRARY ASST 1,1.0,53784.0
June-17,7372.0,LIBRARY ASST 1,0.8,36119.0
June-17,7916.0,CUSTODIAL WORKER 2,1.0,43521.0
June-17,3859.0,CUSTODIAL WORKER 2,1.0,49172.0
June-17,2068.0,LIBRARY ASST 1,1.0,50824.0
June-17,3425.0,LIBRARIAN 2,0.8,57880.0
June-17,2952.0,FACILITY MAINT WKR,1.0,55061.0
June-17,6953.0,LIBRARY ASST 1,0.8,38361.0
June-17,2618.0,LIB MAINT COORD,1.0,69329.0
June-17,1571.0,LIBRARIAN SUPV,1.0,87792.0
June-17,2045.0,CUSTODIAL WORKER 2,1.0,51559.0
June-17,3192.0,LIBRARIAN 2,0.8,58402.0
June-17,4103.0,CLERK-TYP 2,0.9,42423.0
June-17,6034.0,LIBRARY ASST 1,1.0,47951.0
June-17,1513.0,CLERK-TYP 2,0.9,40459.0
June-17,8076.0,LIBRARY ASST 1,1.0,45149.0
June-17,9718.0,LIBRARY ASST 1,0.7,31633.0
June-17,1589.0,LIBRARIAN SUPV,1.0,87008.0
June-17,10249.0,LIBRARIAN 1-33,1.0,52069.0
June-17,4170.0,LIBRARY ASST 1,1.0,46503.0
June-17,3432.0,CLERK 2,0.7,33919.0
June-17,3412.0,LIBRARIAN 2,1.0,73003.0
June-17,3546.0,ADMIN CLK 2,1.0,56828.0
June-17,4051.0,LIBRARIAN 2,1.0,69092.0
June-17,1507.0,LIBRARIAN 2,1.0,71699.0
June-17,2286.0,LIBRARIAN 2,1.0,73003.0
June-17,3598.0,LIBRARY PRESS OPR,1.0,53225.0
June-17,3501.0,LIB BUS OPER MGR,1.0,105688.0
June-17,1554.0,CLERK 2,1.0,48848.0
June-17,1065.0,LIBRARIAN 1-33,1.0,55494.0
June-17,3054.0,LIBRARY ASST 1,0.8,38361.0
June-17,9407.0,LIBRARIAN 1-33,1.0,53877.0
June-17,2622.0,CLERK-TYP 2,1.0,48848.0
June-17,3479.0,CLERK-TYP 2,1.0,44923.0
June-17,1003.0,LIBRARIAN 3,1.0,71300.0
June-17,2583.0,LIBRARIAN 2,1.0,73003.0
June-17,3022.0,LIBRARIAN 2,1.0,72351.0
June-17,3254.0,MAINT MECH 1,1.0,62859.0
June-17,2116.0,LIBRARY ASST 1,1.0,55265.0
June-17,1639.0,CLERK 2,0.8,38729.0
June-17,2239.0,ADMIN CLK 1,1.0,52266.0
June-17,2565.0,CLERK 2,1.0,48848.0
June-17,1745.0,CLERK 2,0.65,31767.0
June-17,9234.0,LIBRARY ASST 1,0.6,27089.0
June-17,1567.0,CLERK 2,1.0,48848.0
June-17,3867.0,LIBRARIAN 2,0.6,41455.0
June-17,6256.0,LIBRARY ASST 1,0.65,31183.0
June-17,2426.0,ADMIN CLK 1,1.0,53705.0
June-17,1326.0,LIBRARIAN 2,1.0,73003.0
June-17,3674.0,LIB ASSOC DIR,1.0,94538.0
June-17,2322.0,LIBRARIAN 1-33,1.0,59265.0
June-17,9194.0,LIBRARY ASST 1,1.0,45149.0
June-17,3379.0,PROGRAM ASST 1,1.0,57199.0
June-17,3956.0,LIBRARIAN 2,1.0,69092.0
June-17,4088.0,LIBRARY ASST 1,1.0,46303.0
June-17,2797.0,CUSTODIAL WORKER 3,1.0,56071.0
June-17,2857.0,CLERK-TYP 2,0.7,33919.0
June-17,3925.0,LIBRARY ASST 1,1.0,52304.0
June-17,10574.0,MKTG/COMMUN SPEC,1.0,53912.0
June-17,3061.0,PROG ASST 1-32,1.0,53784.0
June-17,4015.0,LIBRARIAN 2,1.0,70396.0
June-17,3993.0,ADMIN CLK 1,0.7,36620.0
June-17,9124.0,LIBRARIAN 1-33 PT,0.8,43102.0
June 2017,,,,
June-17,3676.0,LIBRARIAN 1-33,1.0,58680.0
June-17,3639.0,LIBRARIAN 2,1.0,73003.0
June-17,3749.0,PROG ASST 1,1.0,56828.0
June-17,3257.0,PLAN DEVELOP DIR OF,1.0,148054.0
June-17,10235.0,COM DEV TECH 2,1.0,52332.0
June-17,1036.0,ADMIN CLK 1,1.0,52129.0
June-17,1558.0,GRANTS ADMIN 4,0.5,48266.0
June-17,10372.0,COM DEV SPEC 2-18,1.0,65222.0
June-17,1069.0,GRANTS ADMIN 2,1.0,79143.0
June-17,1005.0,WORD PROC OPR 2,1.0,51798.0
June-17,2156.0,GRAPHICS TECH,0.75,38356.0
June-17,10319.0,CLERK-TYPT 1-20 PT,0.6,21060.0
June-17,1166.0,GRANTS ADMIN 2,1.0,73439.0
June-17,7837.0,WORD PROC OPR 2-20,1.0,45543.0
June 2017,,,,
June-17,3442.0,PLANNER-PRINCIPAL,1.0,94365.0
June-17,1958.0,PROGRAM ASST 1,1.0,57097.0
June-17,4046.0,ADMIN CLK 1,1.0,54060.0
June-17,1743.0,BUSINESS DEV SPEC 2,1.0,73439.0
June-17,3618.0,PLAN TECH,1.0,66968.0
June 2017,,,,
June-17,3770.0,GIS SPECIALIST,1.0,68154.0
June-17,5713.0,PLANNER 2,1.0,71300.0
June-17,1046.0,PLANNER 3,1.0,84656.0
June-17,1151.0,PLANNING DIV DIR,1.0,115032.0
June 2017,,,,
June-17,9123.0,PLANNER 1-18,1.0,60085.0
June-17,4020.0,PLANNER 3,1.0,80737.0
June-17,1549.0,PLANNER 2-18,1.0,77004.0
June-17,4023.0,MAD ARTS PROG ADMIN,1.0,83088.0
June-17,2802.0,PLANNER 4,1.0,96408.0
June-17,2433.0,PROGRAM ASST 2,1.0,57097.0
June-17,1607.0,PLANNER 3,1.0,84656.0
June-17,3455.0,PLANNER-PRINCIPAL,1.0,100026.0
June-17,5362.0,CODE ENFORC OFF 3-16,1.0,68130.0
June-17,3278.0,CODE ENFC OFF 2-16,1.0,62721.0
June-17,1887.0,CODE ENFC OFF 2-16,1.0,65023.0
June-17,1892.0,BLDG INSPECT DIV DIR,1.0,126442.0
June-17,2318.0,CUSTODIAL WKR 2,1.0,54263.0
June-17,4111.0,ARCHITECT 4,1.0,102465.0
June-17,2901.0,ZONING ADMIN,1.0,100026.0
June-17,2345.0,CODE ENFORC OFF 3,1.0,73179.0
June-17,7677.0,ELEC/HEAT INSPECTOR,1.0,65541.0
June 2017,,,,
June-17,3853.0,ADMIN CLK 1,1.0,53577.0
June-17,10250.0,CODE ENFC OFF 1-16,1.0,51169.0
June-17,1142.0,ENGINEER 3,1.0,84656.0
June-17,2971.0,ELEC/HEAT INSPECTOR,1.0,79574.0
June-17,1649.0,HSG INSPECTION SUPV,1.0,88661.0
June-17,2133.0,CODE ENFORC OFF 3,1.0,78863.0
June-17,2104.0,MAINT MECH 2,1.0,68202.0
June 2017,,,,
June-17,2840.0,INFORMATION CLERK,1.0,48279.0
June 2017,,,,
June-17,2793.0,ELEC/HEAT INSPECTOR,1.0,75311.0
June-17,3178.0,CUSTODIAL WKR 2,1.0,51356.0
June-17,7978.0,CODE ENFC OFF 1-16,1.0,54028.0
June 2017,,,,
June-17,2772.0,ADMIN CLK 1,1.0,54060.0
June-17,1299.0,ZONING CODE OFF 2,1.0,66917.0
June-17,3014.0,CUSTODIAL WKR 2,1.0,54263.0
June-17,7590.0,PLUMB/HEAT INSPECTOR,1.0,65541.0
June-17,2172.0,ZONING CODE OFF 2,1.0,72095.0
June-17,2663.0,CUSTODIAL WKR 1-16,1.0,43187.0
June-17,9207.0,ELEC/HEAT INSPECTOR,1.0,63129.0
June-17,2220.0,CODE ENFORC OFF 3,1.0,78863.0
June-17,8537.0,MAINT MECH 1-16,1.0,52531.0
June-17,3887.0,ADMIN CLK 1,1.0,52129.0
June-17,1824.0,INFORMATION CLERK,1.0,46912.0
June-17,2091.0,PLAN REVIEW SPEC 2,1.0,66917.0
June-17,7645.0,WGTS MEASURE INSP 3,1.0,56800.0
June-17,3728.0,ELECTRICIAN,1.0,73010.0
June-17,1700.0,PLAN REV & INSP SUPV,1.0,110752.0
June 2017,,,,
June-17,9070.0,CUSTODIAL WKR 1-16 PT,0.8,31343.0
June-17,2681.0,PLAN REVIEW SPEC 4,1.0,82836.0
June-17,2130.0,PROPERTY CODE INSP 1,1.0,58835.0
June-17,3981.0,ZONING ADMIN ASST,1.0,75311.0
June-17,2049.0,CODE ENFC OFF 2-16,1.0,70705.0
June-17,10373.0,CODE ENFC OFF 1-16,1.0,51169.0
June-17,2719.0,PLUMB/HEAT INSPECTOR,1.0,71048.0
June-17,2307.0,PLUMB/HEAT INSPECTOR,1.0,73179.0
June-17,2576.0,HSG REHAB SPEC,1.0,79856.0
June-17,5999.0,REAL ESTATE AGENT 2,1.0,68154.0
June-17,3932.0,REAL ESTATE AGENT 3-18 PT,1.0,87008.0
June-17,2779.0,PROGRAM ASST 2,1.0,55694.0
June-17,7648.0,REAL ESTATE AGENT 3,1.0,71300.0
June 2017,,,,
June 2017,,,,
June-17,3651.0,BUSINESS DEV SPEC-18,1.0,88661.0
June-17,1713.0,HSG REHAB SPEC,1.0,79143.0
June-17,1562.0,ACCT CLERK 3,1.0,57097.0
June-17,2913.0,CERT MUNI CLK,1.0,52508.0
June-17,3548.0,ASSESS SERVS SUPV,1.0,79856.0
June-17,2180.0,PROPERTY APPRAISER 4,1.0,86289.0
June-17,2439.0,CERT MUNI CLK,1.0,52508.0
June-17,2579.0,PROPERTY APPRAISER 3,1.0,80617.0
June-17,6756.0,MUNI CLK 2-20,1.0,49623.0
June-17,10501.0,PROPERTY APPRAISER 4,1.0,65541.0
June-17,9593.0,PROP LISTER 1-20,1.0,44051.0
June-17,2315.0,CITY ASSESSOR,1.0,121551.0
June-17,3220.0,PROGRAM ASST 1,1.0,52508.0
June-17,2645.0,FIN OPER LDWKR,1.0,58612.0
June-17,1154.0,PROPERTY APPRAISER 2,1.0,75624.0
June-17,3550.0,ASSESS TECH 2-16,1.0,58835.0
June-17,1753.0,PROPERTY APPRAISER 3,1.0,82836.0
June-17,6275.0,ASST CITY ASSES,1.0,90036.0
June-17,1815.0,PROPERTY APPRAISER 4,1.0,85519.0
June-17,4143.0,PROPERTY APPRAISER 2,1.0,75624.0
June-17,7879.0,ADMIN CLK 1,1.0,45543.0
June-17,9231.0,PROPERTY APPRAISER 1-16,1.0,55041.0
June-17,1523.0,PROPERTY APPRAISER 2,1.0,63129.0
June-17,3258.0,CERT MUNI CLK,1.0,54038.0
June-17,3025.0,ADMIN CLK 1,1.0,54060.0
June-17,2832.0,PROPERTY APPRAISER 2,1.0,72217.0
June-17,7161.0,MUNI CLK 2-20,1.0,49623.0
June-17,2222.0,ASSESS TECH 2,1.0,55683.0
June-17,3433.0,PROPERTY APPRAISER 2,1.0,74261.0
June-17,1931.0,ASSESS TECH 2-16,1.0,52704.0
June-17,1553.0,ADMIN CLK 1,1.0,52612.0
June-17,2825.0,ACCT CLERK 3,1.0,57097.0
June-17,1780.0,PROP LISTER 3,1.0,57049.0
June-17,3930.0,MEDIA TEAM LDWKR,1.0,68811.0
June-17,5018.0,PROGRAM ASST 2,1.0,49623.0
June-17,2144.0,DOC SERVS SPEC 2,1.0,55065.0
June-17,1247.0,ADMIN SUPPORT CLK 2,1.0,54060.0
June 2017,,,,
June-17,2824.0,DOC SERVS LDWKR,1.0,60698.0
June-17,9186.0,BUYER 2,1.0,58908.0
June-17,2142.0,ACCT SERVICES MGR,1.0,117270.0
June-17,1952.0,ACCT CLERK 3,1.0,55567.0
June-17,3333.0,ADMIN ANAL 4,1.0,91243.0
June-17,9151.0,PROGRAM ASST 1,1.0,46665.0
June-17,3407.0,ACCT CLERK 3,1.0,55567.0
June-17,2693.0,FINANCE DIR,1.0,159276.0
June-17,2854.0,ACCT TECH 3,1.0,67179.0
June-17,2352.0,ACCT TECH 3,1.0,60853.0
June 2017,,,,
June-17,8181.0,ADMIN ANAL 1-18,1.0,62507.0
June-17,2847.0,ACCOUNTANT 4-18,1.0,103801.0
June-17,2288.0,RISK MANAGER,1.0,103830.0
June-17,3406.0,ADMIN SUPPORT CLK 2,1.0,51164.0
June-17,2177.0,ACCOUNTANT 4-18,1.0,100970.0
June-17,7560.0,ACCOUNTANT 2,1.0,65222.0
June-17,6955.0,BUYER 2,1.0,63129.0
June-17,4069.0,ACCOUNTANT 2,1.0,72726.0
June-17,2659.0,DOC SERVS SPEC 2,1.0,55065.0
June 2017,,,,
June-17,1012.0,ACCT CLERK 2,1.0,54060.0
June-17,10445.0,ACCOUNTANT 1-18,1.0,55394.0
June-17,7647.0,BUDGET/PROG EVAL MGR,1.0,108583.0
June-17,2243.0,PRINCIPAL ACCOUNTANT,1.0,100026.0
June-17,10491.0,ADMIN ANAL 2-18,1.0,60085.0
June-17,2860.0,ACCT TECH 2,1.0,59445.0
June-17,10251.0,IT SPEC 1-18,1.0,55394.0
June-17,1650.0,IT SPEC 4,1.0,91243.0
June 2017,,,,
June-17,3380.0,IT SPEC 2,1.0,79856.0
June-17,1461.0,IT SPEC 3,1.0,86224.0
June-17,2578.0,IT SPEC 3-18,1.0,87792.0
June-17,2102.0,IT SPEC 3,1.0,87792.0
June-17,3443.0,IT SPEC 2,1.0,78430.0
June 2017,,,,
June-17,10101.0,IT SPEC 3-18,1.0,68154.0
June-17,9715.0,IT TECH SERVS MGR,1.0,98886.0
June-17,3631.0,IT SPEC 3-18,1.0,82305.0
June-17,8045.0,IT SPEC 1-18,1.0,62507.0
June-17,3102.0,PRINCIPAL IT SPEC,1.0,104745.0
June-17,9955.0,IT SPEC 1-18,1.0,52104.0
June-17,1171.0,PRINCIPAL IT SPEC,1.0,105688.0
June-17,9149.0,IT SPEC 1-18,1.0,53912.0
June-17,2589.0,IT SPEC 3,1.0,87792.0
June-17,3802.0,PRINCIPAL IT SPEC,1.0,100026.0
June-17,1183.0,MGT INFO SPEC 3-18,1.0,84656.0
June-17,3596.0,IT APP DEV MGR,1.0,116182.0
June-17,1754.0,IT SPEC 2,1.0,79143.0
June-17,3907.0,IT SPEC 2,1.0,72726.0
June-17,3336.0,IT SPEC 2,1.0,71300.0
June-17,2158.0,IT SPEC 4,1.0,88661.0
June-17,2684.0,IT SPEC 3,1.0,85440.0
June-17,2588.0,IT DIRECTOR,1.0,130710.0
June-17,1894.0,IT SPEC 3,1.0,83088.0
June-17,3172.0,IT SPEC 3,1.0,83088.0
June-17,1885.0,IT SPEC 4,1.0,91243.0
June-17,2919.0,IT SPEC 2,1.0,75578.0
June-17,1818.0,IT SPEC 2,1.0,73439.0
June-17,7985.0,IT SPEC 1-18,1.0,52104.0
June-17,2418.0,SENIOR CTR DIR,1.0,96408.0
June-17,2489.0,CUSTODIAL WKR 2,1.0,52809.0
June-17,6435.0,S.C. VOLUNTEER COORD,1.0,50979.0
June-17,7791.0,SR CTR PROG COORD,1.0,55394.0
June-17,3936.0,PROGRAM ASST 2,1.0,57565.0
June-17,2432.0,PROGRAM ASST 1,1.0,54134.0
June-17,7581.0,HRA 2-18,1.0,71300.0
June-17,3210.0,EE & LABOR MGR,1.0,111841.0
June-17,3445.0,HRA 3,1.0,79953.0
June-17,1186.0,HRA 3,1.0,80737.0
June-17,3919.0,EAP PROG ADMIN,1.0,91243.0
June-17,1718.0,ORGAN DEV/TRAIN OFF,1.0,93825.0
June-17,1565.0,HRA 3,1.0,80737.0
June-17,3403.0,HR SERVS MGR,1.0,111841.0
June-17,3498.0,ADMIN ASST,1.0,62213.0
June-17,2136.0,SAFETY COORDINATOR,1.0,76333.0
June-17,1220.0,PROGRAM ASST 1,1.0,49716.0
June-17,3339.0,OCCUP/ACCOM SPEC 3,1.0,87008.0
June-17,1805.0,HUMAN RESOURCE DIR,1.0,133243.0
June-17,3285.0,ORGAN DEV/TRAIN OFF,1.0,88661.0
June-17,1657.0,HRA 1-18,1.0,61888.0
June-17,2514.0,LABOR RELATIONS SPEC,1.0,91243.0
June-17,2164.0,JUD SUPPORT CLK 1,1.0,53095.0
June-17,2438.0,MUNI JUDGE,1.0,103115.0
June-17,1732.0,JUD SUPPORT CLK 2,1.0,56077.0
June-17,1988.0,JUD SUPPORT CLK 3,1.0,59740.0
June-17,4151.0,EO INV/CONC 2,1.0,65222.0
June-17,1398.0,HEARING EXAM-EOC,1.0,146239.0
June-17,7464.0,ADMIN CLK 1,1.0,39816.0
June-17,9067.0,EQ OPPT MGR,1.0,82129.0
June-17,3316.0,EO INV/CONC 2,1.0,60085.0
June 2017,,,,
June-17,1155.0,PROGRAM ASST 1,1.0,56587.0
June-17,9116.0,PROGRAM ASST 2,1.0,48268.0
June-17,3352.0,HSG MOD GRTS MGR,1.0,79856.0
June-17,2151.0,HSG MAINT WKR,1.0,56733.0
June-17,6255.0,HSG MAINT WKR,1.0,51169.0
June-17,3640.0,SECTION 8 INSPECTOR,1.0,54239.0
June-17,7168.0,HSG MAINT WKR,1.0,51169.0
June-17,1771.0,PAINTER,1.0,57359.0
June-17,2127.0,HSG SITE MGR,1.0,79143.0
June-17,3238.0,PROGRAM ASST 2,1.0,57270.0
June-17,2970.0,HSG MAINT WKR,1.0,58309.0
June-17,7537.0,MAINT MECH 2,1.0,56800.0
June-17,3292.0,HSG SITE MGR,1.0,72726.0
June-17,1403.0,HSG ASST CLK 2,1.0,58088.0
June-17,1413.0,HSG OPER ANALYST,1.0,76291.0
June-17,1795.0,HSG SITE MGR,1.0,77717.0
June-17,7345.0,ACCT TECH 2,1.0,50979.0
June-17,1244.0,HSG ASST CLERK,1.0,55057.0
June-17,8182.0,HSG MAINT WKR,1.0,48449.0
June-17,2120.0,HSG OPER PROG MGR,1.0,100026.0
June-17,2157.0,PROGRAM ASST 1,1.0,55567.0
June 2017,,,,
June-17,4014.0,MAINT MECH 1-16,1.0,68202.0
June-17,1827.0,PROGRAM ASST 2,0.8,43121.0
June 2017,,,,
June-17,2595.0,HSG MAINT WKR,1.0,54107.0
June-17,2316.0,ADMIN CLK 1,1.0,53095.0
June-17,9028.0,PROGRAM ASST 2,1.0,48149.0
June-17,1522.0,INFORMATION CLERK,1.0,46912.0
June-17,3984.0,INFORMATION CLERK,0.75,35169.0
June-17,3872.0,SSMO 1-15,1.0,51284.0
June-17,3898.0,ENGINEER 3-18,1.0,80737.0
June-17,9210.0,ENGINEER 3-18,1.0,78385.0
June-17,7808.0,PROGRAM ASST 1-17,1.0,46425.0
June-17,3361.0,ENGINEER 3,1.0,87008.0
June-17,3266.0,PUB WKS GEN SUPV,1.0,81581.0
June-17,2034.0,CONSTRUCT INSP 1,1.0,62691.0
June 2017,,,,
June-17,8550.0,SSMW 1-15,1.0,38238.0
June-17,1550.0,PRINCIPAL ENGR 2,1.0,115144.0
