Employee #,Filled Position Description,Filled FTE Percent,Current Salary
1178,POLICE OFFICER,1," 	75,326 "
1337,POLICE OFFICER,1," 	75,919 "
2139,S/D MAINT TECH 1,1," 	59,979 "
1598,TRANS CUST SERVS REP,1," 	46,616 "
3882,REAL ESTATE AGENT 3,1," 	80,737 "
10181,STR VENDING COORD,1," 	52,531 "
3008,TRANS OPERATOR,1," 	60,451 "
3138,TRANS OPERATOR,1," 	56,094 "
10293,TRANS OPERATOR,0.3," 	12,254 "
VACANT,VACANT,VACANT,VACANT
8538,LIBRARIAN 1-33,1," 	53,877 "
2163,POLICE SGT.,1," 	82,856 "
1279,M.T. SALES MGR,1," 	73,600 "
2886,HSG ASST OUTREACH CO,0.5," 	28,652 "
1112,M.T. OPERS WKR,1," 	47,180 "
5988,M.T. OPERS WKR,1," 	45,806 "
1123,CUSTODIAL WKR 2,1," 	51,356 "
3538,CUSTODIAL WKR 2,1," 	52,809 "
VACANT,VACANT,VACANT,VACANT
2183,FACILITY MAINT WKR,1," 	52,704 "
1248,TRANS INFO SYS SPEC,1," 	73,415 "
2454,STR MACH OPR 1,1," 	54,634 "
1203,ADMIN CLK 2,1," 	55,567 "
2956,CLERK-TYP 2,0.5," 	24,019 "
2358,ADMIN CLK 1,1," 	52,612 "
2557,PLANNER 2,1," 	73,439 "
10252,PLANNER 1-18,1," 	62,507 "
2729,PLANNER 2,1," 	73,439 "
10253,PLANNER 1,1," 	62,507 "
1772,GIS SPECIALIST,1," 	82,330 "
1115,ADMIN CLK 1,0.5," 	24,890 "
1499,TRANSP PLANNING MGR,1," 	114,107 "
1966,LIBRARY ASST 1,1," 	54,278 "
VACANT,VACANT,VACANT,VACANT
2716,JUD SUPPORT CLK 1,1," 	51,164 "
3454,FIREFIGHTER,1.00," 	71,766 "
7858,FIREFIGHTER,1.00," 	55,743 "
VACANT,VACANT,VACANT,VACANT
2226,POLICE RCDS SVS CLK,1," 	46,665 "
10228,POLICE RPT TYPIST 1-20,1," 	38,074 "
3535,POLICE CAPT,1," 	101,251 "
1455,POLICE SGT.,1," 	84,161 "
2827,DETECTIVE 1,1," 	80,337 "
2297,DETECTIVE 1,1," 	79,091 "
3924,DETECTIVE 1,1," 	77,223 "
6377,POLICE OFFICER,1," 	57,496 "
3064,POLICE OFFICER,1," 	75,326 "
4125,POLICE OFFICER,1," 	75,326 "
2561,ADMIN SUPPORT CLK 1,1," 	48,896 "
4113,ADMIN SUPPORT CLK 2,1," 	51,164 "
3424,STR MACH OPR 2,1," 	54,361 "
2612,STR MACH OPR 1,1," 	55,627 "
VACANT,VACANT,VACANT,VACANT
10378,TRANS OPERATOR,0.3," 	12,254 "
10291,TRANS OPERATOR,0.3," 	12,254 "
2662,CUSTODIAL WKR 2,1," 	53,778 "
3005,PKG MAINT WKR 1,1," 	47,180 "
4178,ENGINEER 2,1," 	77,717 "
2726,CLERK-TYP 2,1," 	47,976 "
2821,FACILITY MAINT WKR,1," 	53,545 "
3246,ADMIN CLK 1,1," 	53,577 "
8284,CONTRACT COMP SPEC 1,1," 	53,912 "
2623,ENGR FIELD AIDE,1," 	61,069 "
6718,LIBRARIAN 3,1," 	68,154 "
1528,CLERK-TYP 1-32,1," 	34,410 "
1295,LIBRARIAN 1-33,1," 	55,359 "
2181,LIBRARIAN 2,0.8," 	57,359 "
3301,LIBRARIAN 2,1," 	67,137 "
3828,PKS MAINT WKR,1," 	57,309 "
1801,PKS MAINT WKR,1," 	57,309 "
3208,PKS MAINT WKR,1," 	56,285 "
2613,PKS MAINT WKR,1," 	56,285 "
4005,CHILD CARE PROG SPEC 2-18,1," 	66,527 "
2993,CLERK-TYP 2,1," 	46,231 "
8022,LIBRARY ASST 1,0.9," 	41,703 "
1188,LIBRARY ASST 1,1," 	46,303 "
3334,ENGR PROG SPEC 1-16,1," 	87,008 "
2519,LIBRARY ASST 1,0.75," 	40,391 "
7887,LIBRARY ASST 1,0.9," 	41,703 "
4011,LIBRARY ASST 1,0.7," 	37,338 "
2191,POLICE RPT TYPIST 2,1," 	51,798 "
VACANT,VACANT,VACANT,VACANT
3244,TRANS ACCT 3,1," 	76,317 "
3738,CC PROD/DIR,1," 	56,077 "
3715,WATER CIVIL TECH 3,1," 	65,023 "
1158,PKG CASHIER,0.9," 	41,510 "
1535,PKG CASHIER-16,1," 	46,121 "
2168,PKG CASHIER-16 PT,0.85," 	33,302 "
3197,PKG CASHIER-16,1," 	45,702 "
1900,PKG CASHIER-16 PT,0.95," 	43,019 "
1008,PKG CASHIER,0.6," 	27,421 "
3255,PKG CASHIER,0.9," 	41,132 "
1637,PKG ENFC SUPV,1," 	77,004 "
2941,DETECTIVE 1,1," 	77,223 "
VACANT,VACANT,VACANT,VACANT
3438,M.T. EVENT COORD,1," 	59,202 "
VACANT,VACANT,VACANT,VACANT
4167,M.T. OPERS WKR,1," 	52,325 "
1058,CUSTODIAL WKR 2,1," 	49,902 "
3039,M.T. OPER LDWKR,1," 	46,933 "
1886,CUSTODIAL WKR 2-16 PT,0.5," 	22,156 "
2143,PKS MAINT WKR,1," 	57,309 "
3408,PKS MAINT WKR,1," 	55,774 "
4074,PKS MAINT WKR,1," 	55,262 "
2185,CODE ENFORC OFF 3,1," 	73,179 "
1704,CUSTODIAL WKR 2,1," 	53,778 "
3571,SECTION 8 INSPECTOR,1," 	57,309 "
1464,TRANS INFO SYS COORD,1," 	96,379 "
2224,GIFT SHOP SALES LDWK,1," 	55,567 "
3136,ASST CITY TRAFFIC E,1," 	115,098 "
2771,CONSTRUCT INSP 2,1," 	69,971 "
1196,ENGR FIELD AIDE,1," 	50,607 "
2374,LIBRARY ASST 1,1," 	47,951 "
10406,GARDENER,1," 	45,806 "
7875,HSG ASST CLERK,1," 	48,268 "
2491,LIB COMPT SPEC 2,1," 	71,048 "
10497,PUB WKS MAINT WKR 1,1," 	44,304 "
10498,PUB WKS MAINT WKR 1,1," 	44,304 "
1560,PUB WKS MAINT WKR 3,1," 	58,350 "
1987,ENGINEER 3,1," 	80,737 "
2043,EQPT OPR 3,1," 	58,570 "
5372,STR MACH OPR 1,1," 	47,410 "
2873,STR MACH OPR 1,1," 	54,137 "
6274,ADMIN CLK 1,1," 	46,665 "
2474,POLICE REPORT SUPV,1," 	63,089 "
1045,TRANS OPERATOR,1," 	56,094 "
6365,TRANS OPERATOR,1," 	49,014 "
2758,TRANS OPERATOR,1," 	59,362 "
3103,TRANS OPERATOR,1," 	57,728 "
3428,TRANS OPERATOR,1," 	57,728 "
2639,PK RANGER-16 PT,0.75," 	41,762 "
3280,PKS MAINT WKR,1," 	52,704 "
2985,PKS MAINT WKR,1," 	55,262 "
2596,CUSTODIAL WKR 2,1," 	52,809 "
2032,CUSTODIAL WKR 1-16,1," 	43,187 "
1691,TRANS CUST SERVS REP,0.5," 	23,308 "
1409,FOR LAB TECH,1," 	58,350 "
3964,MAINT MECH 2,1," 	65,766 "
9350,IT SPEC 1-18,1," 	57,534 "
7661,ENGINEER 3-18,1," 	71,300 "
5101,CIVIL TECH 2-16,1," 	57,023 "
5800,ENGINEER 1-18,1," 	55,394 "
5986,TRAFF SIG MAINT WKR-16,1," 	52,531 "
1023,PKG SERVICE WKR,1," 	54,788 "
1820,DETECTIVE 1,1," 	79,714 "
9363,POLICE OFFICER,1," 	54,414 "
3267,POLICE OFFICER,1," 	73,546 "
1664,POLICE OFFICER,1," 	71,767 "
2488,POLICE OFFICER,1," 	75,326 "
1399,POLICE OFFICER,1," 	72,360 "
2015,POLICE OFFICER,1," 	75,326 "
6271,CC PROD/DIR-20,1," 	46,665 "
1893,PKG ENFC OFF,1," 	58,350 "
2382,PKG ENFC OFF,1," 	58,350 "
2231,LIBRARIAN 2,0.8," 	55,273 "
2504,TRANS ACCT 3,1," 	83,061 "
2478,TRANS UTIL WKR,1," 	57,405 "
3823,S/D MAINT TECH 2,1," 	61,161 "
2209,S/D MAINT TECH 1,1," 	59,433 "
1697,PKG REVENUE LDWKR,1," 	60,511 "
3418,STR MACH OPR 3,1," 	59,433 "
3277,STR MACH OPR 1,1," 	53,640 "
8075,TRANS CUS SERV SUPV,1," 	55,377 "
4049,TRANS INFO SYS SPEC,1," 	76,979 "
3310,PKG REVENUE LDWKR,1," 	54,107 "
3955,ENGINEER 4,1," 	94,686 "
2805,STR SEWER MACH OPR 2,1," 	56,925 "
2267,STR SEWER MACH OPR 2,1," 	55,387 "
3992,COM DEV TECH 2,1," 	63,048 "
5978,ADMIN CLK 1,1," 	45,543 "
2283,CLERK-TYP 2,1," 	47,539 "
4159,FIREFIGHTER PARAMEDI,1.00," 	76,984 "
1814,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
1520,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
3086,FIREFIGHTER PARAMEDI,1.00," 	75,027 "
VACANT,VACANT,VACANT,VACANT
2754,FIREFIGHTER PARAMEDI,1.00," 	76,984 "
3038,FIREFIGHTER PARAMEDI,1.00," 	71,113 "
1994,FIREFIGHTER,1.00," 	68,208 "
2890,FIREFIGHTER,1.00," 	66,428 "
6773,FIREFIGHTER,1.00," 	57,528 "
7859,FIREFIGHTER,1.00," 	55,743 "
2347,FIREFIGHTER,1.00," 	70,580 "
1629,FIREFIGHTER,1.00," 	71,766 "
3654,FIREFIGHTER,1.00," 	73,545 "
1125,POLICE LT.,1," 	94,629 "
4498,TRANS OPERATOR,1," 	43,569 "
2709,TRANS OPERATOR,1," 	54,461 "
2238,TRANS OPERATOR,1," 	56,094 "
2810,COMMUNICATION WKR,1," 	57,270 "
1054,PKG CASHIER-16 PT,0.75," 	33,962 "
2831,PKG CASHIER-16 PT,0.6," 	25,912 "
3119,PKG CASHIER,0.9," 	40,000 "
2192,PKG CASHIER,0.6," 	25,912 "
1720,HSG ASST CLERK,1," 	56,077 "
7350,WATER RES SPEC 3,1," 	78,385 "
2394,M.T. OPER LDWKR,1," 	56,285 "
3206,M.T. OPER LDWKR,1," 	55,262 "
2361,MAINT MECH 2,1," 	65,766 "
2298,STR MACH OPR 3,1," 	61,069 "
10605,CIVIL TECH 1-16,1," 	49,807 "
2535,TRAFF SIG ELECTR 2,1," 	72,751 "
3743,WGTS MEASURE INSP 3,1," 	72,217 "
1486,ZONING CODE OFF 1,1," 	58,734 "
3945,WATER SUPPLY MGR,1," 	105,688 "
2812,POLICE RPT TYPIST 2,0.5," 	24,764 "
3106,PKG ENFC OFF,1," 	55,649 "
3902,PKG ENFC OFF,1," 	58,350 "
2883,POLICE SGT.,1," 	84,161 "
1330,DETECTIVE 1,1," 	82,828 "
3577,DETECTIVE 1,1," 	80,337 "
2515,POLICE OFFICER,1," 	64,650 "
2527,POLICE OFFICER,1," 	77,105 "
3517,TRANS OPERATOR,1," 	56,094 "
1737,TRANS OPERATOR,1," 	56,094 "
8060,TRANS OPERATOR,0.3," 	13,071 "
10380,TRANS OPERATOR,0.3," 	12,254 "
VACANT,VACANT,VACANT,VACANT
1458,IT SPEC 2,1," 	73,439 "
3958,COM DEV PROJ MGR,1," 	91,243 "
10425,COM DEV SPEC 2-18,1," 	60,085 "
2221,DETECTIVE 1,1," 	80,337 "
7937,POLICE OFFICER,1," 	55,841 "
1494,POLICE OFFICER,1," 	74,140 "
4181,LIBRARY ASST 1,1," 	52,304 "
3133,SALES CLERK,0.75," 	33,149 "
5956,IT SPEC 2,1," 	71,300 "
4431,POLICE RPT TYPIST 2,1," 	44,051 "
VACANT,VACANT,VACANT,VACANT
3607,PKG CASHIER,0.85," 	36,709 "
3489,PKG CASHIER,0.7," 	29,599 "
1688,CODE ENFORC OFF 3,1," 	77,442 "
3989,LIBRARIAN 3,1," 	78,430 "
9311,FOOD/ALCOHOL POLICT ADMIN-18,1," 	68,154 "
VACANT,VACANT,VACANT,VACANT
1503,CIVIL RIGHTS DIR,1," 	116,565 "
10221,POLICE RCDS SVS CLK,1," 	41,684 "
3507,PO PUB INFO SPEC 2,1," 	83,088 "
3081,CC PROD/DIR,1," 	54,038 "
1816,CIVIL TECH 2,1," 	64,452 "
2629,PKG EQUIP TECH 1,1," 	56,912 "
1904,PKG CASHIER,0.6," 	27,170 "
1590,PLANNER 3,1," 	84,656 "
1149,LIBRARY ASST 1,0.7," 	36,647 "
7946,POLICE OFFICER,1," 	55,841 "
1131,POLICE OFFICER,1," 	73,546 "
7951,POLICE OFFICER,1," 	55,841 "
3276,POLICE OFFICER,1," 	73,546 "
7947,POLICE OFFICER,1," 	55,841 "
1253,POLICE OFFICER,1," 	68,208 "
3994,POLICE OFFICER,1," 	74,140 "
3869,POLICE OFFICER,1," 	71,767 "
1668,FIREFIGHTER PARAMEDI,1.00," 	81,982 "
2876,FIREFIGHTER PARAMEDI,1.00," 	86,014 "
1218,FIREFIGHTER PARAMEDI,1.00," 	90,718 "
1235,CCS 2,1," 	57,056 "
1667,CERT MUNI CLK,1," 	52,508 "
2312,CITY CLERK,1," 	110,874 "
1311,CITY TREASURER,1," 	110,872 "
2006,ASST CITY ATTY,1," 	110,294 "
VACANT,VACANT,VACANT,VACANT
10381,TRANS OPERATOR,0.2," 	8,169 "
2254,TRANS OPERATOR,1," 	56,094 "
7619,STR SEWER MACH OPR 1,1," 	47,410 "
7968,IT SPEC 2,1," 	62,507 "
3235,ADMIN CLK 1,1.00," 	54,060 "
4067,FIRE CODE ENFORCE 4,1.00," 	79,877 "
VACANT,VACANT,VACANT,VACANT
7809,ARBORIST 1,1," 	49,807 "
3965,FAC/SUS MGR,1," 	112,032 "
3796,IT SPEC 3,1," 	80,737 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
2648,POLICE SGT.,1," 	84,161 "
2141,POLICE INVESTIGATOR,1," 	79,714 "
9364,POLICE OFFICER,1," 	54,414 "
2624,DETECTIVE 1,1," 	79,714 "
2465,DETECTIVE 1,1," 	80,337 "
3909,DETECTIVE 1,1," 	77,223 "
2615,DETECTIVE 1,1," 	79,714 "
2585,DETECTIVE 1,1," 	82,205 "
1213,DETECTIVE 1,1," 	82,205 "
3282,DETECTIVE 1,1," 	77,223 "
1612,LIBRARY ASST 1,1," 	50,824 "
2856,LIBRARY ASST 1,1," 	50,824 "
3816,LIBRARIAN 2,0.9," 	57,949 "
VACANT,VACANT,VACANT,VACANT
4058,LIBRARIAN 2,1," 	67,137 "
VACANT,VACANT,VACANT,VACANT
4955,WATER CIVIL TECH 2,1," 	57,023 "
2232,WATER HYDRANT INSPEC,1," 	58,570 "
2898,PUB WKS MAINT WKR 3,1," 	58,891 "
2483,PUB WKS MAINT WKR 3,1," 	58,891 "
10448,ADMIN CLK 1,1," 	42,929 "
2850,PKS MAINT WKR,1," 	48,449 "
3608,CUSTODIAL WKR 3,1," 	54,239 "
4101,IT SPEC 2,1," 	74,865 "
1536,ENGINEER 4,1," 	90,383 "
2385,ENGINEER 2,1," 	67,179 "
9082,ENGINEER 1-18,1," 	55,394 "
2071,ENGINEER 2,1," 	70,199 "
7801,POLICE RECORDS SERVS,1," 	57,534 "
10541,POLICE COURT SERVS S,1," 	53,912 "
1645,STR SEWER MACH OPR 1,1," 	52,647 "
5765,STR MACH OPR 1,1," 	45,810 "
3177,ASST CITY ASSESS - R,1," 	96,408 "
VACANT,VACANT,VACANT,VACANT
3915,STR SEWER MACH OPR 1,1," 	52,647 "
5096,PKS MAINT WKR,1," 	49,807 "
2960,PKG ENFC LDWKR,1," 	63,866 "
1572,FIRE LIEUTENANT,1.00," 	87,949 "
VACANT,VACANT,VACANT,VACANT
1802,FIRE LIEUTENANT,1.00," 	88,631 "
1439,FIRE LIEUTENANT,1.00," 	85,904 "
1561,FIRE LIEUTENANT,1.00," 	88,631 "
4016,FIRE APPARATUS ENGR,1.00," 	75,354 "
1846,FIRE APPARATUS ENGR,1.00," 	73,486 "
3632,FIRE APPARATUS ENGR,1.00," 	77,222 "
1991,FIRE APPARATUS ENGR,1.00," 	75,354 "
1442,IT SPEC 2,1," 	73,439 "
1730,POLICE CAPT,1," 	102,163 "
1061,POLICE LT.,1," 	91,997 "
2541,POLICE LT.,1," 	93,777 "
2468,POLICE SGT.,1," 	83,508 "
3795,POLICE SGT.,1," 	78,941 "
3063,DETECTIVE 1,1," 	79,714 "
2666,POLICE INVESTIGATOR,1," 	82,205 "
2778,ADMIN CLK 1,1," 	54,060 "
2041,IT SPEC 2,1," 	73,439 "
3397,POLICE OFFICER,1," 	73,546 "
3304,POLICE OFFICER,1," 	71,767 "
1633,POLICE OFFICER,1," 	73,546 "
2522,POLICE OFFICER,1," 	73,546 "
2246,POLICE OFFICER,1," 	71,767 "
7956,POLICE OFFICER,1," 	55,841 "
3734,POLICE OFFICER,1," 	68,208 "
2472,POLICE OFFICER,1," 	73,546 "
9373,POLICE OFFICER,1," 	54,414 "
3305,POLICE OFFICER,1," 	73,546 "
9376,POLICE OFFICER,1," 	54,414 "
1391,POLICE OFFICER,1," 	73,546 "
1525,POLICE OFFICER,1," 	71,767 "
3900,POLICE OFFICER,1," 	73,546 "
3861,POLICE OFFICER,1," 	73,546 "
3440,POLICE OFFICER,1," 	73,546 "
1261,POLICE OFFICER,1," 	69,988 "
4083,POLICE OFFICER,1," 	73,546 "
4135,POLICE OFFICER,1," 	73,546 "
2039,POLICE OFFICER,1," 	69,988 "
2195,POLICE OFFICER,1," 	75,919 "
1462,POLICE OFFICER,1," 	73,546 "
1018,LIBRARIAN 3,1," 	73,439 "
2299,LIB COMP TECH,1," 	52,304 "
2146,COMM DEV DIV DIR,1," 	117,096 "
3616,ECON DEV DIV DIR,1," 	117,201 "
3645,PKG ENFC OFF,1," 	55,649 "
3519,PKG ENFC OFF,1," 	57,270 "
2553,PKG ENFC FIELD SUPV,1," 	55,530 "
3421,ADMIN CLK 1,1.00," 	53,577 "
3767,ELEVATOR CODE ENFC O,1.00," 	73,179 "
8077,ELEVATOR CODE ENFC O,1.00," 	71,048 "
2013,POLICE RPT TYPIST 2,1," 	48,065 "
3202,ADMIN CLK 1,1," 	45,543 "
2125,CLERK-TYP 2,1," 	45,372 "
1243,POLICE RECORDS SEC M,1," 	100,863 "
1603,TRANS MAINT GEN SUPV,1," 	78,359 "
10524,TRANS MKT SPEC 1,1," 	52,087 "
1881,TRANS OPERATOR,1," 	56,094 "
1322,TRANS OPERATOR,1," 	57,728 "
3670,FIREFIGHTER PARAMEDI,1.00," 	83,508 "
1241,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
VACANT,VACANT,VACANT,VACANT
7829,FIREFIGHTER PARAMEDI,1.00," 	61,317 "
6798,FIREFIGHTER PARAMEDI,1.00," 	63,281 "
2063,FIREFIGHTER PARAMEDI,1.00," 	83,508 "
1869,FIREFIGHTER,1.00," 	64,649 "
3465,FIREFIGHTER,1.00," 	66,428 "
6774,FIREFIGHTER,1.00," 	57,528 "
3952,FIREFIGHTER,1.00," 	73,545 "
3668,FIREFIGHTER,1.00," 	64,649 "
1794,FIREFIGHTER,1.00," 	71,766 "
3309,FIREFIGHTER,1.00," 	66,428 "
1831,FIREFIGHTER,1.00," 	62,870 "
1871,FIREFIGHTER,1.00," 	68,208 "
1643,FIREFIGHTER,1.00," 	69,987 "
3922,FIREFIGHTER,1.00," 	73,545 "
1861,FIREFIGHTER,1.00," 	66,428 "
1624,POLICE SGT.,1," 	78,941 "
3554,POLICE SGT.,1," 	83,508 "
3613,POLICE SGT.,1," 	85,465 "
3370,POLICE SGT.,1," 	81,551 "
2728,IT SPEC 2,1," 	72,726 "
4158,ENGINEER 2,1," 	65,222 "
3665,M.T.TECH SERVS SPEC,1," 	64,548 "
7181,ELEVATOR CODE ENFC O,1.00," 	68,130 "
3484,POLICE OFFICER,1," 	71,767 "
1100,GRANTS ADMIN 2,1," 	73,439 "
4179,COMM SERVS SPEC 2,1," 	73,439 "
4203,COMM DEV GRTS SUPV,1," 	94,365 "
3799,TRANS OPERATOR,1," 	56,094 "
3742,TRANS OPERATOR,1," 	56,094 "
2412,TRANS OPERATOR,1," 	57,728 "
2011,ENGR OPER MAINT WKR,1," 	56,162 "
2383,POLICE RCDS SVS CLK,1," 	48,065 "
10324,POLICE RCDS SVS CLK,1," 	41,684 "
1914,CLERK-TYP 2,1," 	45,372 "
8981,CLERK-TYP 1-20,1," 	37,345 "
2046,ACCOUNTANT 2-18,1," 	78,385 "
3957,IT SPEC 3,1," 	83,088 "
10103,IT SPEC 3,1," 	68,154 "
3893,IT SPEC 2,1," 	73,439 "
3683,FIREFIGHTER PARAMEDI,1.00," 	79,966 "
4116,FIREFIGHTER PARAMEDI,1.00," 	84,670 "
2711,FIREFIGHTER PARAMEDI,1.00," 	83,326 "
7827,FIREFIGHTER PARAMEDI,1.00," 	61,317 "
VACANT,VACANT,VACANT,VACANT
3941,FIREFIGHTER PARAMEDI,1.00," 	77,310 "
7828,FIREFIGHTER PARAMEDI,1.00," 	61,317 "
7825,FIREFIGHTER PARAMEDI,1.00," 	65,241 "
3942,FIREFIGHTER PARAMEDI,1.00," 	73,070 "
2829,FIREFIGHTER,1.00," 	71,766 "
3627,FIREFIGHTER,1.00," 	68,208 "
3880,FIREFIGHTER,1.00," 	71,766 "
3069,FIREFIGHTER,1.00," 	68,208 "
2935,FIREFIGHTER,1.00," 	59,311 "
VACANT,VACANT,VACANT,VACANT
7860,FIREFIGHTER,1.00," 	55,743 "
6772,FIREFIGHTER,1.00," 	57,528 "
1880,FIREFIGHTER,1.00," 	61,090 "
2170,POLICE LT.,1," 	87,012 "
2406,DETECTIVE 1,1," 	81,582 "
2430,LIBRARIAN 3,1," 	79,856 "
7353,LIBRARIAN SUPV,1," 	68,154 "
1308,GRANTS ADMIN 2-18-PT,1," 	73,439 "
10407,GARDENER-16  PT,0.6," 	27,483 "
4090,ST VENDING MONITOR,0.5," 	26,352 "
1207,LANDSCAPE ARCHITECT3,1," 	80,737 "
VACANT,VACANT,VACANT,VACANT
2414,MAINT MECH 1,1," 	58,734 "
2670,PLUMBER,1," 	68,363 "
2240,ECON REV SUPV-18,1," 	92,737 "
3844,ARCHITECT 4,1," 	88,661 "
3681,STR SEWER MACH OPR 1,1," 	51,157 "
1635,S/D MAINT TECH 1,1," 	58,888 "
4149,ENGINEER 3,1," 	80,737 "
5958,IT SPEC 2,1," 	71,300 "
2277,PKS MAINT WKR,1," 	52,704 "
3967,CC PROD/DIR,0.7," 	37,861 "
3107,PROGRAM ASST 2,1," 	54,118 "
8142,COMMUNICATION WKR-16,1," 	48,449 "
3451,STR MACH OPR 2,1," 	52,823 "
1445,DETECTIVE 1,1," 	79,714 "
1406,DETECTIVE 1,1," 	77,223 "
3303,DETECTIVE 1,1," 	77,223 "
3628,DETECTIVE 1,1," 	69,750 "
9377,POLICE OFFICER,1," 	54,414 "
2747,POLICE OFFICER,1," 	71,767 "
9365,POLICE OFFICER,1," 	54,414 "
9378,POLICE OFFICER,1," 	54,414 "
2282,WGTS MEASURE INSP 2,1," 	65,023 "
4172,ENGINEER 3-18,1," 	80,737 "
1740,TRANS OPERATOR,1," 	58,817 "
2363,TRANS OPERATOR,1," 	56,094 "
2212,TRANS OPERATOR,1," 	56,094 "
3693,TRANS OPERATOR,1," 	56,094 "
3029,TRANS OPERATOR,1," 	56,094 "
1320,TRANS OPERATOR,1," 	56,094 "
1587,TRANS OPERATOR,1," 	54,461 "
1389,TRANS OPERATOR,1," 	56,094 "
1366,TRANS OPERATOR,1," 	56,094 "
3313,TRANS OPERATOR,1," 	56,094 "
1899,TRANS OPERATOR,1," 	60,996 "
1666,TRANS OPERATOR,1," 	56,094 "
VACANT,VACANT,VACANT,VACANT
1256,TRANS OPERATOR,1," 	56,094 "
1888,TRANS ASST SCHD PLAN,1," 	73,583 "
1421,GRANT WRITER,1," 	73,439 "
10290,TRANS OPERATOR,0.33," 	13,479 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
8548,STR MACH OPR 1,1," 	43,891 "
VACANT,VACANT,VACANT,VACANT
10573,TRAFF CONT MAINT WKR,1," 	46,933 "
2058,TENANT SVS AIDE,1," 	48,268 "
1636,ZONING CODE OFF 1,1," 	55,649 "
3896,LIB MEDIA COORD,1," 	86,224 "
2782,ASST PKS SUPERINTEND,1," 	105,809 "
2507,COM CO LEG ANAL,1," 	73,439 "
9349,EMP ASST SPEC 1-18,1," 	57,534 "
2685,IT SPEC 3,1," 	80,737 "
3123,PROGRAM ASST 1,1," 	55,567 "
3355,PKS OPR LDWKR,1," 	66,226 "
1430,POLICE OFFICER,1," 	71,767 "
4001,TRANS ADV/SALES ASSO,1," 	54,098 "
3643,MAD PKS FD COORD,1," 	71,300 "
VACANT,VACANT,VACANT,VACANT
3198,NH RESOURCE COORD,1," 	80,737 "
7830,FIREFIGHTER,1.00," 	55,743 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
3452,FIREFIGHTER,1.00," 	66,428 "
1079,FIREFIGHTER,1.00," 	70,580 "
6770,FIREFIGHTER,1.00," 	57,528 "
1316,FIREFIGHTER,1.00," 	61,090 "
VACANT,VACANT,VACANT,VACANT
2219,FIREFIGHTER,1.00," 	68,208 "
10247,ECON DEV SPEC,1," 	71,300 "
4152,HSG ASST CLERK,1," 	52,508 "
7840,ACCOUNTANT 1,1," 	60,085 "
2544,PUB WKS GEN FORE,1," 	70,199 "
4373,GOLF CLUB OPER SUPV2,1," 	60,085 "
1047,COMM SERVS SPEC 2,1," 	73,439 "
1122,DETECTIVE 1,1," 	75,355 "
3121,DETECTIVE 1,1," 	79,091 "
2951,PLANNER 2,1," 	71,300 "
3671,TRANS OPERATOR,1," 	56,094 "
1341,TRANS OPERATOR,1," 	56,094 "
8958,TRANS OPERATOR,1," 	43,569 "
1238,TRANS OPERATOR,1," 	56,094 "
3174,TRANS OPERATOR,1," 	60,996 "
5979,LIBRARIAN 1-33,1," 	57,497 "
1978,LIBRARY ASST 1,1," 	53,784 "
1141,LIB COMP TECH-32,1," 	49,343 "
2389,LIBRARY ASST 1,1," 	45,149 "
8041,LIBRARY ASST 1,1," 	45,149 "
1482,LIBRARY ASST 1,1," 	49,343 "
3810,LIBRARY ASST 1,1," 	53,291 "
7630,LIBRARY ASST 1,0.65," 	29,361 "
1177,LIB PROG SUPV,1," 	72,244 "
4176,GARDENER-16  PT,1," 	54,239 "
4567,LANDSCAPE ARCHITECT 2-18,1," 	68,154 "
9056,PK RANGER-16 PT,0.75," 	35,199 "
2372,IT SPEC 3,1.00," 	80,737 "
3904,TRANS PLANNER 2,1," 	74,840 "
4949,PARA SCHEDULING COOR,1," 	43,284 "
2098,PROCESS IMPROVEMENT SPEC-18 PT,0.9," 	79,069 "
8553,SSMW 1-15,1," 	42,452 "
5185,STR SEWER MACH OPR 1,1," 	43,891 "
5490,STR SEWER MACH OPR 1,1," 	49,667 "
4711,STR SEWER MACH OPR 1,1," 	49,667 "
4703,ELECTRICIAN FOREPERS,1," 	68,859 "
2214,TRAFF SIG ELECTR 3,1," 	74,261 "
4099,FIRE CHIEF-ASST,1.00," 	125,572 "
1989,FIRE LIEUTENANT,1.00," 	87,950 "
2377,FIRE LIEUTENANT,1.00," 	83,177 "
4066,FIRE LIEUTENANT,1.00," 	87,268 "
2086,FIRE LIEUTENANT,1.00," 	88,631 "
2051,FIRE LIEUTENANT,1.00," 	86,586 "
1833,FIRE APPARATUS ENGR,1.00," 	77,222 "
3656,FIRE APPARATUS ENGR,1.00," 	73,486 "
1599,FIRE APPARATUS ENGR,1.00," 	77,222 "
3657,FIRE APPARATUS ENGR,1.00," 	75,354 "
VACANT,VACANT,VACANT,VACANT
7486,PLANNER 2,1," 	68,154 "
10229,MAINT MECH 2,1," 	50,607 "
1840,POLICE LT.,1," 	87,012 "
