YR,MT,DY,TEMP MAX,TEMP MIN,TEMP AVG,TEMP DEP,TEMP HDD,TEMP CDD,PCPN WTR,SNOW SNW,SNOW DPTH,WIND AVG SPD,WIND MX SPD,WIND 2MIN DIR,SUNSHINE MIN,SUNSHINE PSBL,SKY S-S,SKY WX,PK SPD,PK DR
2015,2015/06,2015/06/15,79,64,72,5,0,7,0.09,0.0,0,5.3,16,360,M,M,7,1,22,350
2015,2015/06,2015/06/16,78,58,68,1,0,3,0.00,0.0,0,5.2,15,110,M,M,3,1,19,120
2015,2015/06,2015/06/17,81,53,67,-1,0,2,0.00,0.0,0,3.5,9,190,M,M,7,,14,190
2015,2015/06,2015/06/18,80,59,70,2,0,5,0.00,0.0,0,7.3,18,340,M,M,7,18,23,350
2015,2015/06,2015/06/19,76,52,64,-4,1,0,0.00,0.0,0,6.9,13,140,M,M,2,,16,80
2015,2015/06,2015/06/20,73,52,63,-6,2,0,0.08,0.0,0,3.9,23,150,M,M,7,13,29,150
2015,2015/06,2015/06/21,86,62,74,5,0,9,0.00,0.0,0,4.6,15,320,M,M,6,12,20,320
2015,2015/06,2015/06/22,82,67,75,6,0,10,0.50,0.0,0,8.3,30,190,M,M,6,13,38,200
2015,2015/06,2015/06/23,79,60,70,1,0,5,0.00,0.0,0,6.0,16,350,M,M,2,8,30,40
2015,2015/06,2015/06/24,80,56,68,-2,0,3,0.00,0.0,0,3.3,15,190,M,M,6,,19,200
2015,2015/06,2015/06/25,77,64,71,1,0,6,0.01,0.0,0,4.2,10,140,M,M,9,18,16,90
2015,2015/06,2015/06/26,74,57,66,-4,0,1,0,0.0,0,6.8,15,80,M,M,7,18,18,60
2015,2015/06,2015/06/27,78,55,67,-3,0,2,0.00,0.0,0,5.0,14,50,M,M,4,,20,350
2015,2015/06,2015/06/28,73,52,63,-7,2,0,0.05,0.0,0,6.3,14,130,M,M,7,,17,130
2015,2015/06,2015/06/29,77,59,68,-3,0,3,0.03,0.0,0,2.7,20,360,M,M,8,138,26,10
2015,2015/06,2015/06/30,77,59,68,-3,0,3,0.00,0.0,0,6.4,14,340,M,M,6,18,23,10
2015,2015/05,2015/05/01,69,35,52,0,13,0,0.00,0.0,0,2.8,10,200,M,M,6,,18,280
2015,2015/05,2015/05/02,76,51,64,11,1,0,0.00,0.0,0,5.3,15,220,M,M,7,,23,220
2015,2015/05,2015/05/03,76,58,67,14,0,2,0.20,0.0,0,10.7,23,320,M,M,8,13,32,320
2015,2015/05,2015/05/04,75,56,66,12,0,1,0.19,0.0,0,7.5,15,120,M,M,7,13,20,40
2015,2015/05,2015/05/05,58,49,54,0,11,0,0.38,0.0,0,9.3,15,90,M,M,10,1,21,90
2015,2015/05,2015/05/06,77,49,63,9,2,0,0.09,0.0,0,9.0,16,130,M,M,8,18,22,120
2015,2015/05,2015/05/07,82,60,71,17,0,6,0.00,0.0,0,13.2,28,180,M,M,5,18,35,180
2015,2015/05,2015/05/08,74,61,68,13,0,3,0.00,0.0,0,5.6,13,240,M,M,8,8,17,310
2015,2015/05,2015/05/09,69,53,61,6,4,0,0.00,0.0,0,8.7,17,100,M,M,9,,20,90
2015,2015/05,2015/05/10,59,48,54,-1,11,0,0.01,0.0,0,11.2,20,60,M,M,10,1,23,50
2015,2015/05,2015/05/11,66,48,57,1,8,0,0.05,0.0,0,10.3,18,250,M,M,9,1,30,250
2015,2015/05,2015/05/12,52,37,45,-11,20,0,0.00,0.0,0,9.1,21,320,M,M,8,,28,290
2015,2015/05,2015/05/13,62,33,48,-8,17,0,0.00,0.0,0,7.2,16,100,M,M,3,,22,130
2015,2015/05,2015/05/14,66,40,53,-4,12,0,0.12,0.0,0,12.7,22,160,M,M,8,1,27,160
2015,2015/05,2015/05/15,75,54,65,8,0,0,0.03,0.0,0,4.0,10,290,M,M,9,18,15,150
2015,2015/05,2015/05/16,80,60,70,13,0,5,0,0.0,0,8.1,17,170,M,M,7,,25,150
2015,2015/05,2015/05/17,80,67,74,16,0,9,1.57,0.0,0,14.1,29,160,M,M,8,18,36,160
2015,2015/05,2015/05/18,70,46,58,0,7,0,0.00,0.0,0,10.7,18,290,M,M,4,,30,280
2015,2015/05,2015/05/19,57,41,49,-9,16,0,0.01,0.0,0,9.1,17,350,M,M,7,1,23,300
2015,2015/05,2015/05/20,52,40,46,-12,19,0,0.00,0.0,0,3.7,10,120,M,M,8,,12,110
2015,2015/05,2015/05/21,72,41,57,-2,8,0,0.00,0.0,0,6.1,15,270,M,M,4,,21,270
2015,2015/05,2015/05/22,73,40,57,-2,8,0,0.00,0.0,0,4.3,14,140,M,M,3,8,17,130
2015,2015/05,2015/05/23,78,45,62,3,3,0,0.00,0.0,0,5.1,15,170,M,M,4,,22,180
2015,2015/05,2015/05/24,63,52,58,-2,7,0,0.69,0.0,0,6.3,18,110,M,M,9,1,23,110
2015,2015/05,2015/05/25,79,62,71,11,0,6,0.06,0.0,0,9.3,20,190,M,M,6,1,26,210
2015,2015/05,2015/05/26,76,62,69,9,0,4,0.38,0.0,0,10.6,26,150,M,M,7,138,32,150
2015,2015/05,2015/05/27,77,60,69,8,0,4,0,0.0,0,5.5,14,20,M,M,4,18,25,280
2015,2015/05,2015/05/28,82,56,69,8,0,4,0.00,0.0,0,8.1,17,180,M,M,4,,22,190
2015,2015/05,2015/05/29,79,63,71,10,0,6,0.25,0.0,0,6.8,18,180,M,M,8,13,22,200
2015,2015/05,2015/05/30,67,44,56,-6,9,0,0.15,0.0,0,11.6,26,30,M,M,9,1,33,40
2015,2015/05,2015/05/31,63,38,51,-11,14,0,0.00,0.0,0,10.8,24,40,M,M,3,,32,50
2015,2015/04,2015/04/01,75,29,52,12,13,0,0.00,0.0,0,12.3,25,190,M,M,2,,35,190
2015,2015/04,2015/04/02,67,50,59,18,6,0,0.02,0.0,0,8.5,22,330,M,M,8,,28,330
2015,2015/04,2015/04/03,52,29,41,0,24,0,0.00,0.0,0,8.0,20,330,M,M,5,,25,330
2015,2015/04,2015/04/04,59,27,43,1,22,0,0.00,0.0,0,6.9,22,310,M,M,5,,33,320
2015,2015/04,2015/04/05,64,35,50,8,15,0,0.00,0.0,0,7.9,22,90,M,M,7,,27,70
2015,2015/04,2015/04/06,64,28,46,3,19,0,0.17,0.0,0,9.7,25,40,M,M,6,1,31,40
2015,2015/04,2015/04/07,49,37,43,0,22,0,0.82,0.0,0,14.3,24,70,M,M,10,135,30,70
2015,2015/04,2015/04/08,44,39,42,-2,23,0,0.40,0.0,0,10.5,18,70,M,M,10,13,23,90
2015,2015/04,2015/04/09,53,40,47,3,18,0,1.80,0.0,0,9.0,24,120,M,M,8,13,32,120
2015,2015/04,2015/04/10,54,36,45,1,20,0,0.10,0.0,0,7.9,20,350,M,M,5,135,30,300
2015,2015/04,2015/04/11,63,35,49,4,16,0,0.00,0.0,0,5.0,13,230,M,M,1,,17,240
2015,2015/04,2015/04/12,70,46,58,13,7,0,0,0.0,0,13.2,28,190,M,M,5,,37,190
2015,2015/04,2015/04/13,66,40,53,7,12,0,0.11,0.0,0,9.2,24,300,M,M,6,1,38,300
2015,2015/04,2015/04/14,69,33,51,5,14,0,0.00,0.0,0,2.5,14,10,M,M,5,,17,330
2015,2015/04,2015/04/15,67,37,52,6,13,0,0.00,0.0,0,9.7,23,100,M,M,5,,29,90
2015,2015/04,2015/04/16,72,36,54,7,11,0,0.00,0.0,0,2.8,9,170,M,M,3,,14,10
2015,2015/04,2015/04/17,79,43,61,14,4,0,0.00,0.0,0,2.9,12,220,M,M,4,8,16,210
2015,2015/04,2015/04/18,68,44,56,8,9,0,0.00,0.0,0,11.2,24,70,M,M,6,1,31,80
2015,2015/04,2015/04/19,74,49,62,14,3,0,0.32,0.0,0,11.9,21,110,M,M,8,1,26,110
2015,2015/04,2015/04/20,50,39,45,-3,20,0,0.37,0.0,0,10.8,21,310,M,M,10,1,32,300
2015,2015/04,2015/04/21,42,34,38,-11,27,0,0.02,0,0,10.4,22,270,M,M,10,14,32,280
2015,2015/04,2015/04/22,46,32,39,-10,26,0,0.01,0,0,9.2,18,310,M,M,8,1,26,290
2015,2015/04,2015/04/23,54,28,41,-9,24,0,0.00,0.0,0,6.3,18,310,M,M,1,,25,320
2015,2015/04,2015/04/24,54,26,40,-10,25,0,0.24,0.0,0,8.0,17,90,M,M,7,1,27,40
2015,2015/04,2015/04/25,51,35,43,-7,22,0,0.00,0.0,0,13.2,24,100,M,M,9,,M,130
2015,2015/04,2015/04/26,61,31,46,-5,19,0,0.00,0.0,0,7.1,17,90,M,M,1,,20,90
2015,2015/04,2015/04/27,67,31,49,-2,16,0,0.00,0.0,0,6.9,18,20,M,M,1,,26,30
2015,2015/04,2015/04/28,67,32,50,-2,15,0,0.00,0.0,0,5.6,15,30,M,M,4,,20,40
2015,2015/04,2015/04/29,68,37,53,1,12,0,0,0.0,0,4.4,22,40,M,M,4,,26,30
2015,2015/04,2015/04/30,61,34,48,-4,17,0,0.00,0.0,0,8.7,18,30,M,M,3,,25,350
2015,2015/03,2015/03/01,28,14,21,-7,44,0,0,0,6,5.8,14,230,M,M,7,18,22,220
2015,2015/03,2015/03/02,28,4,16,-12,49,0,0.00,0.0,6,5.5,14,190,M,M,5,,16,190
2015,2015/03,2015/03/03,32,23,28,-1,37,0,0.11,0.8,6,9.1,18,150,M,M,10,168,24,290
2015,2015/03,2015/03/04,25,4,15,-14,50,0,0.00,0.0,6,9.8,20,310,M,M,3,,29,330
2015,2015/03,2015/03/05,16,-5,6,-24,59,0,0.00,0.0,6,5.8,14,320,M,M,0,,18,320
2015,2015/03,2015/03/06,29,1,15,-15,50,0,0.00,0.0,6,7.8,18,190,M,M,3,,25,190
2015,2015/03,2015/03/07,45,17,31,1,34,0,0.00,0.0,6,5.7,18,310,M,M,3,,25,280
2015,2015/03,2015/03/08,46,29,38,7,27,0,0.00,0.0,5,4.4,13,230,M,M,3,,22,300
2015,2015/03,2015/03/09,52,25,39,8,26,0,0.00,0.0,3,5.4,14,200,M,M,1,,19,230
2015,2015/03,2015/03/10,56,29,43,11,22,0,0.00,0.0,1,5.9,17,70,M,M,4,128,33,210
2015,2015/03,2015/03/11,58,28,43,11,22,0,0.00,0.0,0,2.6,9,320,M,M,1,12,13,10
2015,2015/03,2015/03/12,56,29,43,11,22,0,0.00,0.0,0,10.4,22,170,M,M,5,,27,170
2015,2015/03,2015/03/13,68,32,50,17,15,0,0.00,0.0,0,6.2,20,60,M,M,5,18,30,210
2015,2015/03,2015/03/14,60,31,46,13,19,0,0.00,0.0,0,8.4,20,320,M,M,2,,M,M
2015,2015/03,2015/03/15,61,26,44,10,21,0,0.00,0.0,0,6.9,20,200,M,M,5,,28,180
2015,2015/03,2015/03/16,74,39,57,23,8,0,0.00,0.0,0,7.7,21,350,M,M,7,,29,340
2015,2015/03,2015/03/17,45,24,35,1,30,0,0.00,0.0,0,11.1,25,10,M,M,3,,33,10
2015,2015/03,2015/03/18,50,24,37,2,28,0,0.00,0.0,0,2.1,9,240,M,M,7,,13,260
2015,2015/03,2015/03/19,47,35,41,6,24,0,0.00,0.0,0,7.1,17,170,M,M,9,,22,150
2015,2015/03,2015/03/20,58,37,48,12,17,0,0.00,0.0,0,5.8,14,220,M,M,7,,31,210
2015,2015/03,2015/03/21,50,30,40,4,25,0,0.00,0.0,0,7.7,16,340,M,M,4,,20,320
2015,2015/03,2015/03/22,37,26,32,-4,33,0,0,0,0,9.1,16,110,M,M,8,168,21,110
2015,2015/03,2015/03/23,36,20,28,-9,37,0,0.20,3.0,2,9.5,18,80,M,M,7,1,23,80
2015,2015/03,2015/03/24,41,16,29,-8,36,0,0.17,0,0,9.5,21,110,M,M,6,146,25,110
2015,2015/03,2015/03/25,46,32,39,1,26,0,0.20,0.4,0,7.3,17,310,M,M,9,16,25,320
2015,2015/03,2015/03/26,37,25,31,-7,34,0,0.00,0.0,0,10.2,18,310,M,M,9,,25,220
2015,2015/03,2015/03/27,35,16,26,-12,39,0,0.00,0.0,0,8.3,22,360,M,M,0,,25,20
2015,2015/03,2015/03/28,38,14,26,-13,39,0,0.00,0.0,0,5.5,12,180,M,M,2,,17,190
2015,2015/03,2015/03/29,46,31,39,0,26,0,0.08,0,0,11.4,25,200,M,M,7,146,34,190
2015,2015/03,2015/03/30,57,34,46,6,19,0,0,0.0,0,6.6,22,10,M,M,6,,29,280
2015,2015/03,2015/03/31,62,34,48,8,17,0,0.00,0.0,0,4.5,15,320,M,M,5,1,19,320
2015,2015/02,2015/02/01,26,8,17,-3,48,0,0.32,5.4,2,21.1,32,20,M,M,10,19,39,30
2015,2015/02,2015/02/02,15,-4,6,-14,59,0,0.00,0.0,7,5.7,18,10,M,M,3,,23,10
2015,2015/02,2015/02/03,17,-3,7,-13,58,0,0.14,2.5,7,3.8,10,170,M,M,7,12,12,170
2015,2015/02,2015/02/04,19,4,12,-8,53,0,0.00,0.0,9,8.3,17,310,M,M,7,1,25,310
2015,2015/02,2015/02/05,14,-10,2,-18,63,0,0.00,0.0,9,7.1,17,190,M,M,2,,22,240
2015,2015/02,2015/02/06,27,10,19,-2,46,0,0.00,0.0,8,4.8,13,170,M,M,5,8,15,230
2015,2015/02,2015/02/07,38,12,25,4,40,0,0.00,0.0,7,2.9,13,180,M,M,7,18,25,350
2015,2015/02,2015/02/08,34,19,27,6,38,0,0,0,6,11.8,23,30,M,M,9,16,27,30
2015,2015/02,2015/02/09,26,5,16,-5,49,0,0.00,0.0,6,8.4,20,20,M,M,5,,23,20
2015,2015/02,2015/02/10,29,2,16,-6,49,0,0.01,0.1,6,8.1,22,150,M,M,7,8,28,150
2015,2015/02,2015/02/11,33,14,24,2,41,0,0,0,6,10.8,22,320,M,M,8,18,30,330
2015,2015/02,2015/02/12,14,0,7,-15,58,0,0.01,0.1,6,8.6,23,340,M,M,5,8,30,330
2015,2015/02,2015/02/13,27,-3,12,-10,53,0,0,0,6,6.3,16,320,M,M,7,,26,310
2015,2015/02,2015/02/14,26,-3,12,-11,53,0,0,0.7,6,15.4,26,350,M,M,6,89,39,340
2015,2015/02,2015/02/15,11,-5,3,-20,62,0,0.00,0.0,6,5.6,13,30,M,M,7,,15,30
2015,2015/02,2015/02/16,17,11,14,-9,51,0,0,0,6,4.8,8,230,M,M,10,8,14,310
2015,2015/02,2015/02/17,18,5,12,-12,53,0,0,0.1,6,7.2,15,300,M,M,7,18,21,320
2015,2015/02,2015/02/18,6,-7,0,-24,65,0,0,0,6,9.8,21,320,M,M,6,18,29,330
2015,2015/02,2015/02/19,5,-11,-3,-27,68,0,0.00,0.0,6,4.9,15,340,M,M,0,,20,340
2015,2015/02,2015/02/20,20,-7,7,-18,58,0,0,0.4,6,12.3,23,170,M,M,8,89,28,170
2015,2015/02,2015/02/21,30,16,23,-2,42,0,0.00,0.0,6,5.7,16,340,M,M,9,,22,310
2015,2015/02,2015/02/22,16,-4,6,-19,59,0,0.00,0.0,6,9.5,18,320,M,M,2,,24,350
2015,2015/02,2015/02/23,9,-12,-1,-27,66,0,0.00,0.0,6,6.4,14,220,M,M,1,,20,220
2015,2015/02,2015/02/24,35,8,22,-4,43,0,0,0,6,10.5,17,300,M,M,5,,26,230
2015,2015/02,2015/02/25,18,4,11,-15,54,0,0.06,1.4,6,5.1,17,20,M,M,7,8,19,20
2015,2015/02,2015/02/26,14,0,7,-20,58,0,0.00,0.0,7,8.8,18,20,M,M,4,,22,10
2015,2015/02,2015/02/27,16,-5,6,-21,59,0,0.00,0.0,6,3.8,10,230,M,M,0,,15,220
2015,2015/02,2015/02/28,17,-9,4,-24,61,0,0,0,6,6.7,15,190,M,M,4,,19,200
2015,2015/01,2015/01/01,31,14,23,4,42,0,0.00,0.0,0,7.4,15,240,M,M,5,,24,240
2015,2015/01,2015/01/02,31,17,24,5,41,0,0.00,0.0,0,3.8,12,170,M,M,6,,14,180
2015,2015/01,2015/01/03,33,27,30,11,35,0,0.05,0.7,1,4.9,12,360,M,M,10,168,14,350
2015,2015/01,2015/01/04,30,-4,13,-6,52,0,0.10,1.8,2,11.1,22,340,M,M,7,19,29,330
2015,2015/01,2015/01/05,3,-8,-2,-21,67,0,0.13,1.3,1,5.0,13,180,M,M,5,18,17,180
2015,2015/01,2015/01/06,13,-7,3,-16,62,0,0,0,3,7.2,21,330,M,M,6,18,32,340
2015,2015/01,2015/01/07,3,-8,-2,-21,67,0,0.00,0.0,2,10.0,21,320,M,M,1,,30,330
2015,2015/01,2015/01/08,13,-8,3,-16,62,0,0.11,2.5,2,13.0,23,310,M,M,7,189,35,310
2015,2015/01,2015/01/09,9,-1,4,-15,61,0,0.01,0.2,3,8.9,20,300,M,M,4,8,30,310
2015,2015/01,2015/01/10,23,-3,10,-9,55,0,0.00,0.0,3,8.1,18,200,M,M,7,,23,190
2015,2015/01,2015/01/11,27,7,17,-1,48,0,0.00,0.0,3,2.5,10,350,M,M,7,,16,330
2015,2015/01,2015/01/12,19,-6,7,-11,58,0,0.00,0.0,3,9.5,18,10,M,M,2,,23,350
2015,2015/01,2015/01/13,19,-5,7,-11,58,0,0,0,3,2.1,9,140,M,M,5,,11,160
2015,2015/01,2015/01/14,22,-6,8,-10,57,0,0.00,0.0,3,4.3,8,200,M,M,8,,13,190
2015,2015/01,2015/01/15,36,20,28,10,37,0,0.00,0.0,3,5.6,12,230,M,M,5,8,17,210
2015,2015/01,2015/01/16,32,23,28,10,37,0,0.00,0.0,2,8.8,20,120,M,M,9,,23,120
2015,2015/01,2015/01/17,41,24,33,15,32,0,0,0.0,2,9.4,16,200,M,M,8,18,23,270
2015,2015/01,2015/01/18,42,30,36,18,29,0,0,0,1,6.3,14,290,M,M,6,,22,290
2015,2015/01,2015/01/19,35,21,28,10,37,0,0.01,0.1,0,4.5,13,140,M,M,8,1,17,140
2015,2015/01,2015/01/20,33,28,31,13,34,0,0.01,0.2,0,8.0,15,60,M,M,10,1,21,30
2015,2015/01,2015/01/21,30,27,29,11,36,0,0.03,0.6,1,4.6,12,50,M,M,10,1,14,50
2015,2015/01,2015/01/22,32,26,29,11,36,0,0.00,0.0,1,5.1,13,230,M,M,8,1,20,220
2015,2015/01,2015/01/23,35,26,31,12,34,0,0,0,1,7.1,14,200,M,M,8,8,23,220
2015,2015/01,2015/01/24,35,28,32,13,33,0,0.00,0.0,0,3.2,12,280,M,M,10,1,18,290
2015,2015/01,2015/01/25,33,14,24,5,41,0,0,0,0,13.8,24,50,M,M,8,18,32,50
2015,2015/01,2015/01/26,26,10,18,-1,47,0,0.07,1.4,0,5.7,17,180,M,M,8,16,23,180
2015,2015/01,2015/01/27,29,24,27,8,38,0,0,0,1,4.6,9,90,M,M,10,18,13,360
2015,2015/01,2015/01/28,33,21,27,8,38,0,0,0.0,1,12.7,25,160,M,M,9,8,36,170
2015,2015/01,2015/01/29,35,25,30,11,35,0,0.01,0.1,1,11.4,22,340,M,M,10,18,33,340
2015,2015/01,2015/01/30,25,11,18,-1,47,0,0.00,0.0,0,4.5,16,340,M,M,4,,22,350
2015,2015/01,2015/01/31,35,22,29,9,36,0,0.13,1.3,0,6.3,16,50,M,M,9,1,20,210
